subject_id,trial,sentence,condition,target_object,first_saccade_chosen_object,first_saccade_latency_s,chose_target
subject-16,18,The woman will play the piano,restrictive,piano,piano,1.3963,True
subject-16,19,The policeman will arrest the man,restrictive,man,car,0.7227,False
subject-16,20,The man will wipe the safe,non-restrictive,safe,bolt,1.1037,False
subject-16,21,The woman will move the flower,non-restrictive,flower,elsewhere,0.8126,False
subject-16,22,The man will  move the wood,non-restrictive,wood,wood,1.2417,True
subject-16,23,The chef will clean the bread,non-restrictive,bread,bowl,0.7362,False
subject-16,24,The boy will eat the cake,restrictive,cake,elsewhere,0.6413,False
subject-16,25,The girl will button the blouse,restrictive,blouse,iron,1.2739,False
subject-16,26,The woman will open the book,non-restrictive,book,,,False
subject-16,27,The businessman will  forget the hat,non-restrictive,hat,subject,1.2715,False
subject-16,28,The woman will brew the beer,restrictive,beer,elsewhere,0.8795,False
subject-16,29,The child will inflate the balloon,restrictive,balloon,balloon,0.8589,True
subject-16,30,The cat will drink the milk,restrictive,milk,elsewhere,0.5656,False
subject-16,31,The girl will hold the scarf,non-restrictive,scarf,elsewhere,1.3757,False
subject-16,32,The woman will wear the dress,restrictive,dress,ribbon,0.9666,False
subject-16,33,The man will  collect the cigarettes,non-restrictive,cigarettes,cigarettes,1.1173,True
subject-16,34,The woman will try the wine,non-restrictive,wine,wine,0.6656,True
subject-16,35,The chef will carry the carrot,non-restrictive,carrot,carrot,0.5677,True
subject-16,37,The man will sail the boat,restrictive,boat,elsewhere,0.7801,False
subject-16,38,The man will move the canvas,non-restrictive,canvas,elsewhere,1.1214,False
subject-16,39,The woman will touch the baby,non-restrictive,baby,elsewhere,0.9205,False
subject-16,40,The woman will tie the apron,restrictive,apron,apron,1.3504,True
subject-16,41,The woman will blow out the candle,restrictive,candle,elsewhere,0.8856,False
subject-16,42,The girl will roll the dice,restrictive,dice,dice,0.7573,True
subject-16,43,The boy will bounce the ball,restrictive,ball,elsewhere,0.6229,False
subject-16,44,The woman will sew the shirt,restrictive,shirt,shirt,0.8388,True
subject-16,45,The man will repair the washing machine,restrictive,washing-machine,elsewhere,1.4346,False
subject-16,46,The boy will move the shoelace,non-restrictive,shoelace,mat,1.1788,False
subject-16,47,The boy will move the orange,non-restrictive,orange,orange,1.1118,True
subject-16,48,The girl will move the carpet,non-restrictive,carpet,elsewhere,1.0434,False
subject-16,49,The girl will zip the coat,restrictive,coat,coat,0.7707,True
subject-17,0,The kid will stack the lego,non-restrictive,lego,elsewhere,0.6263,False
subject-17,1,The woman will bathe the baby,restrictive,baby,subject,0.1074,False
subject-17,2,The baby will ring the bell,restrictive,bell,subject,0.3068,False
subject-17,3,The child will carry the balloon,non-restrictive,balloon,pouch,0.9403,False
subject-17,4,The woman will read the book,restrictive,book,subject,0.0805,False
subject-17,5,The boy will squeeze the orange,restrictive,orange,stone,0.868,False
subject-17,6,The boy will move the radio,non-restrictive,radio,elsewhere,0.0301,False
subject-17,7,The woman will open the bottle,restrictive,bottle,bottle,0.6465,True
subject-17,8,The girl will grab the dice,non-restrictive,dice,elsewhere,0.9681,False
subject-17,9,The baker will inspect the dough,non-restrictive,dough,subject,0.0108,False
subject-17,10,The boy will peel the banana,restrictive,banana,elsewhere,0.2412,False
subject-17,11,The businessman will wear the hat,restrictive,hat,hat,0.6023,True
subject-17,12,The girl will lift the rabbit,non-restrictive,rabbit,elsewhere,1.179,False
subject-17,13,The boy will dim the lamp,restrictive,lamp,subject,0.0058,False
subject-17,14,The baby will grab the kitten,non-restrictive,kitten,elsewhere,0.0056,False
subject-17,15,The girl will hold the blouse,non-restrictive,blouse,elsewhere,0.2896,False
subject-17,16,The boy will feed the dog,non-restrictive,dog,elsewhere,0.7118,False
subject-17,17,The boy will unzip the suitcase,restrictive,suitcase,suitcase,0.2644,True
subject-17,18,The man will wipe the washing machine,non-restrictive,washing-machine,washing-machine,1.1486,True
subject-17,19,The man will lick the stamp,restrictive,stamp,stamp,0.8831,True
subject-17,20,The woman will carry the apron,non-restrictive,apron,subject,0.0097,False
subject-17,21,The chef will slice the bread,restrictive,bread,bread,0.8883,True
subject-17,22,The grandmother will read the newspaper,restrictive,newspaper,elsewhere,0.0188,False
subject-17,23,The woman will carry the beer,non-restrictive,beer,biscuit,0.1647,False
subject-17,24,The hiker will climb the mountain,restrictive,mountain,mountain,0.1744,True
subject-17,25,The woman will dust the piano,non-restrictive,piano,table,0.8189,False
subject-17,26,The boy will throw the ball,non-restrictive,ball,acorns,0.1246,False
subject-17,27,The chef will grate the carrot,restrictive,carrot,elsewhere,0.2372,False
subject-17,28,The woman will wash the shirt,non-restrictive,shirt,elsewhere,0.3364,False
subject-17,29,The musician will move the violin,non-restrictive,violin,stand,0.7288,False
subject-17,30,The man will paint the canvas,restrictive,canvas,subject,0.0124,False
subject-17,31,The man will chop the wood,restrictive,wood,wood,0.0787,True
subject-17,32,The girl will apply the mascara,restrictive,mascara,subject,0.092,False
subject-17,33,The housewife will  wash the mushrooms,non-restrictive,mushrooms,elsewhere,0.4825,False
subject-17,34,The girl will vacuum the carpet,restrictive,carpet,subject,0.3355,False
subject-17,35,The man will watch the boat,non-restrictive,boat,subject,0.6949,False
subject-17,36,The cat will push the milk,non-restrictive,milk,elsewhere,0.5493,False
subject-17,37,The girl will knit the scarf,restrictive,scarf,card,0.7611,False
subject-17,38,The woman will water the flower,restrictive,flower,subject,0.125,False
subject-17,39,The girl will hang the coat,non-restrictive,coat,coat,0.5247,True
subject-17,40,The woman will drink the wine,restrictive,wine,elsewhere,0.7324,False
subject-17,41,The man will smoke the cigarettes,restrictive,cigarettes,cigarettes,0.1781,True
subject-17,42,The policeman will search the man,non-restrictive,man,man,0.8968,True
subject-17,43,The doctor will inject the child,restrictive,child,microscope,0.8073,False
subject-17,44,The boy will tie the shoelace,restrictive,shoelace,shoelace,1.1608,True
subject-17,45,The boy will move the cake,non-restrictive,cake,toy-car,0.4342,False
subject-17,46,The woman will blow grab the candle,non-restrictive,candle,elsewhere,0.162,False
subject-17,47,The man will lock the safe,restrictive,safe,bolt,0.0583,False
subject-17,48,The boy will touch the football,non-restrictive,football,elsewhere,0.3136,False
subject-17,49,The woman will  carry the dress,non-restrictive,dress,elsewhere,0.1704,False
subject-18,0,The boy will walk the dog,restrictive,dog,dog,1.5411,True
subject-18,1,The girl will zip the coat,restrictive,coat,coat,1.0921,True
subject-18,2,The boy will bounce the ball,restrictive,ball,ball,1.2524,True
subject-18,3,The boy will move the shoelace,non-restrictive,shoelace,buckle,1.0447,False
subject-18,4,The chef will clean the bread,non-restrictive,bread,elsewhere,1.057,False
subject-18,5,The man will sail the boat,restrictive,boat,elsewhere,0.7934,False
subject-18,6,The woman will brew the beer,restrictive,beer,subject,0.8596,False
subject-18,7,The cat will drink the milk,restrictive,milk,elsewhere,0.3581,False
subject-18,8,The chef will carry the carrot,non-restrictive,carrot,elsewhere,1.2507,False
subject-18,9,The businessman will  forget the hat,non-restrictive,hat,elsewhere,0.1129,False
subject-18,10,The boy will move the orange,non-restrictive,orange,subject,1.0583,False
subject-18,11,The man will move the canvas,non-restrictive,canvas,subject,1.1146,False
subject-18,12,The baker will knead the dough,restrictive,dough,dough,0.9349,True
subject-18,13,The man will pick up the stamp,non-restrictive,stamp,elsewhere,0.6422,False
subject-18,14,The woman will try the wine,non-restrictive,wine,elsewhere,0.7658,False
subject-18,15,The musician will tune the violin,restrictive,violin,bow,1.2151,False
subject-18,16,The woman will move the flower,non-restrictive,flower,elsewhere,0.9464,False
subject-18,17,The man will repair the washing machine,restrictive,washing-machine,elsewhere,0.5303,False
subject-18,18,The woman will play the piano,restrictive,piano,piano,1.2888,True
subject-18,19,The woman will blow out the candle,restrictive,candle,candle,1.0325,True
subject-18,20,The boy will touch the lamp,non-restrictive,lamp,lamp,1.0333,True
subject-18,21,The hiker will photograph the mountain,non-restrictive,mountain,elsewhere,1.481,False
subject-18,22,The man will  move the wood,non-restrictive,wood,subject,0.9069,False
subject-18,23,The boy will eat the cake,restrictive,cake,cake,0.7883,True
subject-18,24,The woman will sew the shirt,restrictive,shirt,subject,0.8387,False
subject-18,25,The grandmother will eadturn the newspaper,non-restrictive,newspaper,elsewhere,0.3219,False
subject-18,26,The girl will button the blouse,restrictive,blouse,elsewhere,0.9184,False
subject-18,27,The boy will kick the football,restrictive,football,football,0.936,True
subject-18,28,The kid will build the lego,restrictive,lego,subject,0.676,False
subject-18,29,The baby will kick the bell,non-restrictive,bell,bell,1.093,True
subject-18,30,The boy will open the suitcase,non-restrictive,suitcase,elsewhere,0.9866,False
subject-18,31,The girl will roll the dice,restrictive,dice,subject,0.9448,False
subject-18,32,The girl will move the carpet,non-restrictive,carpet,carpet,0.8762,True
subject-18,33,The boy will move the banana,non-restrictive,banana,subject,1.2048,False
subject-18,34,The woman will touch the baby,non-restrictive,baby,baby,1.1414,True
subject-18,35,The housewife will fry the mushrooms,restrictive,mushrooms,mushrooms,1.1504,True
subject-18,36,The woman will tie the apron,restrictive,apron,subject,0.339,False
subject-18,37,The man will wipe the safe,non-restrictive,safe,safe,1.0367,True
subject-18,38,The woman will open the book,non-restrictive,book,,,False
subject-18,40,The policeman will arrest the man,restrictive,man,elsewhere,1.0305,False
subject-18,41,The man will  collect the cigarettes,non-restrictive,cigarettes,subject,0.6611,False
subject-18,42,The doctor will check the child,non-restrictive,child,elsewhere,0.8456,False
subject-18,43,The woman will wear the dress,restrictive,dress,subject,0.5986,False
subject-18,44,The child will inflate the balloon,restrictive,balloon,balloon,0.939,True
subject-18,45,The girl will hold the scarf,non-restrictive,scarf,elsewhere,0.0897,False
subject-18,46,The girl will groom the rabbit,restrictive,rabbit,subject,1.1342,False
subject-18,47,The girl will squeeze the mascara,non-restrictive,mascara,subject,0.0022,False
subject-18,48,The woman will examine the bottle,non-restrictive,bottle,seed,0.9372,False
subject-18,49,The baby will hug the kitten,restrictive,kitten,subject,0.5835,False
subject-19,0,The child will carry the balloon,non-restrictive,balloon,balloon,1.4896,True
subject-19,1,The woman will open the bottle,restrictive,bottle,elsewhere,1.2627,False
subject-19,2,The girl will knit the scarf,restrictive,scarf,scarf,1.0157,True
subject-19,3,The girl will hold the blouse,non-restrictive,blouse,elsewhere,1.2542,False
subject-19,4,The kid will stack the lego,non-restrictive,lego,subject,0.0302,False
subject-19,5,The girl will apply the mascara,restrictive,mascara,elsewhere,0.6681,False
subject-19,6,The boy will unzip the suitcase,restrictive,suitcase,subject,0.6058,False
subject-19,7,The boy will peel the banana,restrictive,banana,banana,0.9378,True
subject-19,8,The baker will inspect the dough,non-restrictive,dough,dough,0.3527,True
subject-19,9,The hiker will climb the mountain,restrictive,mountain,mountain,0.3416,True
subject-19,10,The boy will dim the lamp,restrictive,lamp,,,False
subject-19,11,The grandmother will read the newspaper,restrictive,newspaper,newspaper,0.9299,True
subject-19,12,The man will chop the wood,restrictive,wood,wood,0.8755,True
subject-19,13,The housewife will  wash the mushrooms,non-restrictive,mushrooms,jug,1.1387,False
subject-19,14,The baby will ring the bell,restrictive,bell,bell,0.9167,True
subject-19,15,The baby will grab the kitten,non-restrictive,kitten,subject,1.1454,False
subject-19,16,The woman will wash the shirt,non-restrictive,shirt,elsewhere,0.2023,False
subject-19,17,The musician will move the violin,non-restrictive,violin,elsewhere,0.3401,False
subject-19,18,The woman will  carry the dress,non-restrictive,dress,dress,1.1888,True
subject-19,19,The chef will slice the bread,restrictive,bread,bread,0.9886,True
subject-19,20,The boy will touch the football,non-restrictive,football,elsewhere,0.81,False
subject-19,21,The boy will squeeze the orange,restrictive,orange,subject,0.6403,False
subject-19,22,The boy will tie the shoelace,restrictive,shoelace,elsewhere,0.9596,False
subject-19,23,The boy will throw the ball,non-restrictive,ball,ball,1.1763,True
subject-19,24,The girl will hang the coat,non-restrictive,coat,,,False
subject-19,25,The businessman will wear the hat,restrictive,hat,subject,1.0581,False
subject-19,26,The man will smoke the cigarettes,restrictive,cigarettes,cigarettes,0.4994,True
subject-19,27,The man will watch the boat,non-restrictive,boat,elsewhere,0.4674,False
subject-19,28,The chef will grate the carrot,restrictive,carrot,elsewhere,0.0431,False
subject-19,29,The woman will blow grab the candle,non-restrictive,candle,subject,0.4433,False
subject-19,30,The man will paint the canvas,restrictive,canvas,subject,0.6085,False
subject-19,31,The woman will carry the apron,non-restrictive,apron,elsewhere,0.03,False
subject-19,32,The woman will bathe the baby,restrictive,baby,baby,1.0314,True
subject-19,33,The policeman will search the man,non-restrictive,man,dustbin,0.8569,False
subject-19,34,The boy will move the radio,non-restrictive,radio,radio,1.0349,True
subject-19,35,The girl will vacuum the carpet,restrictive,carpet,elsewhere,0.081,False
subject-19,36,The man will wipe the washing machine,non-restrictive,washing-machine,elsewhere,1.7044,False
subject-19,37,The woman will drink the wine,restrictive,wine,elsewhere,0.2437,False
subject-19,38,The woman will water the flower,restrictive,flower,flower,1.0156,True
subject-19,39,The girl will grab the dice,non-restrictive,dice,subject,0.2239,False
subject-19,40,The cat will push the milk,non-restrictive,milk,elsewhere,0.9446,False
subject-19,41,The woman will carry the beer,non-restrictive,beer,kettle,0.0707,False
subject-19,42,The girl will lift the rabbit,non-restrictive,rabbit,elsewhere,0.697,False
subject-19,43,The woman will read the book,restrictive,book,book,0.9181,True
subject-19,44,The woman will dust the piano,non-restrictive,piano,subject,0.7989,False
subject-19,45,The man will lick the stamp,restrictive,stamp,stamp,0.7485,True
subject-19,46,The boy will feed the dog,non-restrictive,dog,elsewhere,0.0151,False
subject-19,47,The boy will move the cake,non-restrictive,cake,elsewhere,0.0262,False
subject-19,48,The doctor will inject the child,restrictive,child,elsewhere,0.9883,False
subject-19,49,The man will lock the safe,restrictive,safe,safe,0.5945,True
subject-2,0,The woman will move the flower,non-restrictive,flower,flower,1.2483,True
subject-2,1,The kid will build the lego,restrictive,lego,lego,0.75,True
subject-2,2,The hiker will photograph the mountain,non-restrictive,mountain,elsewhere,1.1396,False
subject-2,3,The woman will touch the baby,non-restrictive,baby,elsewhere,1.041,False
subject-2,4,The boy will move the orange,non-restrictive,orange,elsewhere,1.0117,False
subject-2,5,The musician will tune the violin,restrictive,violin,elsewhere,1.0545,False
subject-2,6,The girl will zip the coat,restrictive,coat,elsewhere,1.0195,False
subject-2,7,The boy will move the banana,non-restrictive,banana,marker,0.7491,False
subject-2,9,The baker will knead the dough,restrictive,dough,dough,0.8474,True
subject-2,10,The woman will open the book,non-restrictive,book,,,False
subject-2,11,The man will  move the wood,non-restrictive,wood,elsewhere,0.0969,False
subject-2,12,The girl will button the blouse,restrictive,blouse,elsewhere,0.1217,False
subject-2,13,The woman will examine the bottle,non-restrictive,bottle,elsewhere,0.6289,False
subject-2,14,The child will inflate the balloon,restrictive,balloon,balloon,0.979,True
subject-2,15,The girl will move the carpet,non-restrictive,carpet,elsewhere,0.3469,False
subject-2,16,The girl will hold the scarf,non-restrictive,scarf,elsewhere,1.2747,False
subject-2,17,The baby will kick the bell,non-restrictive,bell,bell,1.0932,True
subject-2,18,The grandmother will eadturn the newspaper,non-restrictive,newspaper,,,False
subject-2,19,The woman will wear the dress,restrictive,dress,dress,1.255,True
subject-2,20,The man will  collect the cigarettes,non-restrictive,cigarettes,elsewhere,1.177,False
subject-2,21,The boy will bounce the ball,restrictive,ball,ball,1.0518,True
subject-2,22,The chef will carry the carrot,non-restrictive,carrot,elsewhere,1.0633,False
subject-2,23,The woman will sew the shirt,restrictive,shirt,elsewhere,0.0348,False
subject-2,24,The girl will roll the dice,restrictive,dice,,,False
subject-2,25,The woman will tie the apron,restrictive,apron,elsewhere,0.848,False
subject-2,26,The man will pick up the stamp,non-restrictive,stamp,elsewhere,0.3272,False
subject-2,27,The businessman will  forget the hat,non-restrictive,hat,elsewhere,0.9967,False
subject-2,28,The chef will clean the bread,non-restrictive,bread,elsewhere,0.9636,False
subject-2,29,The man will repair the washing machine,restrictive,washing-machine,elsewhere,1.0931,False
subject-2,30,The woman will blow out the candle,restrictive,candle,elsewhere,0.4432,False
subject-2,31,The boy will eat the cake,restrictive,cake,cake,0.8958,True
subject-2,32,The policeman will arrest the man,restrictive,man,,,False
subject-2,33,The man will sail the boat,restrictive,boat,boat,1.0407,True
subject-2,34,The cat will drink the milk,restrictive,milk,elsewhere,0.9672,False
subject-2,35,The doctor will check the child,non-restrictive,child,elsewhere,1.1336,False
subject-2,36,The girl will squeeze the mascara,non-restrictive,mascara,elsewhere,1.6567,False
subject-2,37,The girl will groom the rabbit,restrictive,rabbit,,,False
subject-2,38,The man will move the canvas,non-restrictive,canvas,rope,1.2959,False
subject-2,39,The boy will open the suitcase,non-restrictive,suitcase,suitcase,1.2948,True
subject-2,40,The woman will try the wine,non-restrictive,wine,wine,1.1142,True
subject-2,41,The man will wipe the safe,non-restrictive,safe,elsewhere,1.1234,False
subject-2,42,The woman will brew the beer,restrictive,beer,beer,1.1069,True
subject-2,43,The boy will walk the dog,restrictive,dog,elsewhere,0.9386,False
subject-2,44,The boy will move the shoelace,non-restrictive,shoelace,elsewhere,1.2325,False
subject-2,45,The baby will hug the kitten,restrictive,kitten,elsewhere,0.075,False
subject-2,46,The boy will kick the football,restrictive,football,elsewhere,0.8824,False
subject-2,47,The woman will play the piano,restrictive,piano,piano,1.0482,True
subject-2,48,The boy will touch the lamp,non-restrictive,lamp,elsewhere,1.1741,False
subject-2,49,The housewife will fry the mushrooms,restrictive,mushrooms,elsewhere,1.0298,False
subject-20,0,The woman will touch the baby,non-restrictive,baby,,,False
subject-20,1,The man will repair the washing machine,restrictive,washing-machine,subject,1.1331,False
subject-20,2,The cat will drink the milk,restrictive,milk,milk,0.9871,True
subject-20,3,The housewife will fry the mushrooms,restrictive,mushrooms,,,False
subject-20,4,The woman will move the flower,non-restrictive,flower,elsewhere,1.0675,False
subject-20,5,The man will sail the boat,restrictive,boat,elsewhere,0.9608,False
subject-20,6,The hiker will photograph the mountain,non-restrictive,mountain,cactus,0.7911,False
subject-20,7,The baby will kick the bell,non-restrictive,bell,elsewhere,1.2403,False
subject-20,8,The woman will sew the shirt,restrictive,shirt,shirt,0.972,True
subject-20,9,The girl will hold the scarf,non-restrictive,scarf,elsewhere,0.9803,False
subject-20,10,The man will pick up the stamp,non-restrictive,stamp,stamp,1.2384,True
subject-20,11,The boy will eat the cake,restrictive,cake,elsewhere,0.6949,False
subject-20,12,The boy will bounce the ball,restrictive,ball,shuttle-cock,1.0248,False
subject-20,13,The kid will build the lego,restrictive,lego,elsewhere,1.2654,False
subject-20,14,The girl will zip the coat,restrictive,coat,coat,0.878,True
subject-20,15,The boy will move the orange,non-restrictive,orange,subject,0.0475,False
subject-20,16,The musician will tune the violin,restrictive,violin,,,False
subject-20,17,The woman will blow out the candle,restrictive,candle,elsewhere,1.2406,False
subject-20,18,The girl will button the blouse,restrictive,blouse,elsewhere,1.3009,False
subject-20,19,The woman will open the book,non-restrictive,book,,,False
subject-20,21,The boy will kick the football,restrictive,football,football,1.0301,True
subject-20,22,The man will wipe the safe,non-restrictive,safe,bolt,0.8087,False
subject-20,23,The woman will examine the bottle,non-restrictive,bottle,lemon,1.1314,False
subject-20,24,The man will move the canvas,non-restrictive,canvas,rope,0.8341,False
subject-20,25,The woman will try the wine,non-restrictive,wine,elsewhere,1.2686,False
subject-20,26,The child will inflate the balloon,restrictive,balloon,elsewhere,1.3543,False
subject-20,27,The girl will move the carpet,non-restrictive,carpet,elsewhere,0.7625,False
subject-20,28,The grandmother will eadturn the newspaper,non-restrictive,newspaper,,,False
subject-20,29,The chef will carry the carrot,non-restrictive,carrot,carrot,1.6061,True
subject-20,30,The girl will roll the dice,restrictive,dice,elsewhere,0.7169,False
subject-20,31,The chef will clean the bread,non-restrictive,bread,bowl,1.2513,False
subject-20,32,The boy will open the suitcase,non-restrictive,suitcase,subject,1.0741,False
subject-20,33,The woman will play the piano,restrictive,piano,elsewhere,0.8402,False
subject-20,34,The businessman will  forget the hat,non-restrictive,hat,folder,0.0056,False
subject-20,35,The policeman will arrest the man,restrictive,man,subject,0.2002,False
subject-20,36,The baker will knead the dough,restrictive,dough,,,False
subject-20,37,The man will  move the wood,non-restrictive,wood,subject,0.4786,False
subject-20,38,The boy will touch the lamp,non-restrictive,lamp,subject,1.0133,False
subject-20,39,The woman will brew the beer,restrictive,beer,mug,0.7994,False
subject-20,40,The boy will move the banana,non-restrictive,banana,mitten,1.0375,False
subject-20,41,The girl will groom the rabbit,restrictive,rabbit,,,False
subject-20,42,The baby will hug the kitten,restrictive,kitten,,,False
subject-20,43,The boy will move the shoelace,non-restrictive,shoelace,shoelace,1.3194,True
subject-20,44,The doctor will check the child,non-restrictive,child,,,False
subject-20,45,The man will  collect the cigarettes,non-restrictive,cigarettes,briefcase,1.2171,False
subject-20,46,The boy will walk the dog,restrictive,dog,elsewhere,0.892,False
subject-20,47,The woman will tie the apron,restrictive,apron,,,False
subject-20,48,The girl will squeeze the mascara,non-restrictive,mascara,subject,1.4959,False
subject-20,49,The woman will wear the dress,restrictive,dress,,,False
subject-21,0,The policeman will search the man,non-restrictive,man,subject,0.1538,False
subject-21,1,The woman will drink the wine,restrictive,wine,wine,1.1341,True
subject-21,2,The musician will move the violin,non-restrictive,violin,violin,1.1035,True
subject-21,3,The kid will stack the lego,non-restrictive,lego,subject,0.7268,False
subject-21,4,The grandmother will read the newspaper,restrictive,newspaper,newspaper,0.8762,True
subject-21,5,The baby will ring the bell,restrictive,bell,bell,0.6686,True
subject-21,6,The woman will  carry the dress,non-restrictive,dress,dress,1.1014,True
subject-21,7,The girl will grab the dice,non-restrictive,dice,elsewhere,1.162,False
subject-21,8,The boy will move the cake,non-restrictive,cake,cake,0.8964,True
subject-21,9,The woman will water the flower,restrictive,flower,subject,0.1449,False
subject-21,10,The man will wipe the washing machine,non-restrictive,washing-machine,subject,0.9677,False
subject-21,11,The man will lick the stamp,restrictive,stamp,subject,1.157,False
subject-21,12,The boy will throw the ball,non-restrictive,ball,acorns,0.8551,False
subject-21,13,The boy will touch the football,non-restrictive,football,elsewhere,0.1464,False
subject-21,14,The woman will bathe the baby,restrictive,baby,rocking-horse,1.3668,False
subject-21,15,The boy will tie the shoelace,restrictive,shoelace,shoelace,0.6986,True
subject-21,16,The housewife will  wash the mushrooms,non-restrictive,mushrooms,elsewhere,1.1253,False
subject-21,17,The chef will slice the bread,restrictive,bread,bread,0.9683,True
subject-21,18,The boy will squeeze the orange,restrictive,orange,orange,1.1361,True
subject-21,19,The girl will hold the blouse,non-restrictive,blouse,toothbrish,0.8917,False
subject-21,20,The man will smoke the cigarettes,restrictive,cigarettes,elsewhere,0.8209,False
subject-21,21,The boy will unzip the suitcase,restrictive,suitcase,suitcase,1.1886,True
subject-21,22,The boy will peel the banana,restrictive,banana,elsewhere,0.6634,False
subject-21,23,The girl will knit the scarf,restrictive,scarf,elsewhere,0.4057,False
subject-21,24,The cat will push the milk,non-restrictive,milk,elsewhere,0.0668,False
subject-21,25,The man will lock the safe,restrictive,safe,elsewhere,0.052,False
subject-21,26,The baby will grab the kitten,non-restrictive,kitten,subject,0.5218,False
subject-21,27,The boy will dim the lamp,restrictive,lamp,elsewhere,0.756,False
subject-21,28,The woman will read the book,restrictive,book,bag,0.8846,False
subject-21,29,The businessman will wear the hat,restrictive,hat,hat,0.8168,True
subject-21,30,The girl will lift the rabbit,non-restrictive,rabbit,rabbit,1.1659,True
subject-21,31,The boy will feed the dog,non-restrictive,dog,bird,0.8861,False
subject-21,32,The woman will blow grab the candle,non-restrictive,candle,coin,1.1199,False
subject-21,33,The woman will carry the apron,non-restrictive,apron,elsewhere,0.7666,False
subject-21,34,The woman will wash the shirt,non-restrictive,shirt,elsewhere,0.2089,False
subject-21,35,The man will paint the canvas,restrictive,canvas,elsewhere,0.8163,False
subject-21,36,The girl will hang the coat,non-restrictive,coat,hook,0.4979,False
subject-21,37,The woman will open the bottle,restrictive,bottle,elsewhere,0.3449,False
subject-21,38,The doctor will inject the child,restrictive,child,microscope,0.325,False
subject-21,39,The man will chop the wood,restrictive,wood,elsewhere,0.5404,False
subject-21,40,The woman will dust the piano,non-restrictive,piano,subject,0.8933,False
subject-21,41,The chef will grate the carrot,restrictive,carrot,carrot,0.606,True
subject-21,42,The boy will move the radio,non-restrictive,radio,elsewhere,0.003,False
subject-21,43,The baker will inspect the dough,non-restrictive,dough,elsewhere,0.6946,False
subject-21,44,The girl will vacuum the carpet,restrictive,carpet,subject,0.7036,False
subject-21,45,The child will carry the balloon,non-restrictive,balloon,elsewhere,0.0226,False
subject-21,46,The hiker will climb the mountain,restrictive,mountain,moon,0.2616,False
subject-21,47,The girl will apply the mascara,restrictive,mascara,mascara,1.2102,True
subject-21,48,The woman will carry the beer,non-restrictive,beer,elsewhere,0.0911,False
subject-21,49,The man will watch the boat,non-restrictive,boat,sun,0.829,False
subject-22,0,The chef will carry the carrot,non-restrictive,carrot,elsewhere,1.4381,False
subject-22,1,The doctor will check the child,non-restrictive,child,microscope,0.1287,False
subject-22,2,The grandmother will eadturn the newspaper,non-restrictive,newspaper,elsewhere,1.2398,False
subject-22,3,The woman will tie the apron,restrictive,apron,apron,1.1226,True
subject-22,4,The housewife will fry the mushrooms,restrictive,mushrooms,knife,1.1705,False
subject-22,5,The man will pick up the stamp,non-restrictive,stamp,envelope,1.4057,False
subject-22,6,The hiker will photograph the mountain,non-restrictive,mountain,animal,1.3939,False
subject-22,7,The woman will examine the bottle,non-restrictive,bottle,seed,1.4931,False
subject-22,8,The baby will hug the kitten,restrictive,kitten,subject,0.6103,False
subject-22,9,The man will move the canvas,non-restrictive,canvas,elsewhere,0.0236,False
subject-22,10,The girl will move the carpet,non-restrictive,carpet,roller,0.8224,False
subject-22,11,The baker will knead the dough,restrictive,dough,subject,1.1552,False
subject-22,12,The boy will eat the cake,restrictive,cake,elsewhere,0.5408,False
subject-22,13,The boy will move the banana,non-restrictive,banana,elsewhere,1.0906,False
subject-22,14,The woman will blow out the candle,restrictive,candle,coaster,1.294,False
subject-22,15,The woman will move the flower,non-restrictive,flower,elsewhere,1.0473,False
subject-22,16,The boy will kick the football,restrictive,football,,,False
subject-22,17,The boy will move the shoelace,non-restrictive,shoelace,subject,0.0667,False
subject-22,19,The woman will try the wine,non-restrictive,wine,cheese,1.2011,False
subject-22,20,The kid will build the lego,restrictive,lego,lego,0.8633,True
subject-22,21,The girl will zip the coat,restrictive,coat,coat,0.791,True
subject-22,22,The businessman will  forget the hat,non-restrictive,hat,magnifying-glass,1.1438,False
subject-22,23,The woman will wear the dress,restrictive,dress,backpack,0.7121,False
subject-22,24,The man will  move the wood,non-restrictive,wood,elsewhere,0.733,False
subject-22,25,The boy will walk the dog,restrictive,dog,dog,1.0259,True
subject-22,26,The girl will hold the scarf,non-restrictive,scarf,elsewhere,0.2637,False
subject-22,27,The boy will open the suitcase,non-restrictive,suitcase,elsewhere,0.9198,False
subject-22,28,The girl will roll the dice,restrictive,dice,dice,0.6835,True
subject-22,29,The girl will groom the rabbit,restrictive,rabbit,elsewhere,1.2145,False
subject-22,30,The man will repair the washing machine,restrictive,washing-machine,washing-machine,1.4081,True
subject-22,31,The chef will clean the bread,non-restrictive,bread,elsewhere,1.0711,False
subject-22,32,The man will sail the boat,restrictive,boat,boat,0.9543,True
subject-22,33,The girl will button the blouse,restrictive,blouse,blouse,0.8991,True
subject-22,34,The woman will touch the baby,non-restrictive,baby,elsewhere,1.0545,False
subject-22,35,The musician will tune the violin,restrictive,violin,elsewhere,0.2776,False
subject-22,36,The woman will play the piano,restrictive,piano,table,1.1287,False
subject-22,37,The boy will touch the lamp,non-restrictive,lamp,lamp,1.0333,True
subject-22,38,The woman will open the book,non-restrictive,book,,,False
subject-22,39,The woman will sew the shirt,restrictive,shirt,shirt,0.9591,True
