subject_id,trial,sentence_id,condition,sentence,target_position,n_saccades_detected,n_saccades_after_verb_onset,first_saccade_latency_s,first_saccade_duration_s,first_saccade_peak_vel_deg_s,first_saccade_landing_aoi,first_saccade_is_target,first_saccade_is_object,rawsample_prop_pos1,saccade_prop_pos1,rawsample_prop_pos2,saccade_prop_pos2,rawsample_prop_pos3,saccade_prop_pos3,rawsample_prop_pos4,saccade_prop_pos4,prop_target_critical_window,saccade_prop_target,no_object_gaze_critical_window,n_saccades_landed_critical_window,target_object,first_saccade_chosen_object
subject-12,15,25,non-restrictive,The man will move the canvas,4,15,6,0.2777,0.0134,170.9,subject,False,False,,,,,,,,,,,True,2,canvas,subject
subject-12,16,47,non-restrictive,The girl will move the carpet,2,13,4,0.4337,0.0403,162.7,subject,False,False,,,,,,,,,,,True,1,carpet,subject
subject-12,17,39,non-restrictive,The boy will move the shoelace,2,9,2,0.8975,0.0402,343.1,elsewhere,False,False,,,,,,,,,,,True,0,shoelace,elsewhere
subject-12,18,12,restrictive,The man will sail the boat,3,5,1,0.7265,0.0602,396.8,pos3,True,True,,,,,,,,,,,True,0,boat,boat
subject-12,19,4,restrictive,The boy will bounce the ball,3,11,3,0.3281,0.0335,182.7,subject,False,False,,,,,,,,,,,True,1,ball,subject
subject-12,20,30,restrictive,The girl will roll the dice,1,10,3,0.0604,0.0131,307.4,subject,False,False,,,,,,,,,,,True,0,dice,subject
subject-12,21,19,non-restrictive,The chef will clean the bread,2,13,4,0.0326,0.0133,118.7,subject,False,False,,,,,,,,,,,True,0,bread,subject
subject-12,22,32,restrictive,The woman will brew the beer,3,13,5,0.0156,0.0134,193.2,elsewhere,False,False,,,,,,,,,,,True,1,beer,elsewhere
subject-12,23,6,restrictive,The housewife will fry the mushrooms,1,11,3,0.0855,0.0268,178.3,subject,False,False,,,,,,,,,,,True,0,mushrooms,subject
subject-12,24,35,non-restrictive,The girl will squeeze the mascara,2,12,4,0.7527,0.0401,271.8,elsewhere,False,False,,,,,,,,,,,True,0,mascara,elsewhere
subject-12,25,15,non-restrictive,The businessman will  forget the hat,2,12,2,1.1308,0.0536,312.7,elsewhere,False,False,,,,,,,,,,,True,0,hat,elsewhere
subject-12,26,33,non-restrictive,The boy will open the suitcase,4,10,2,0.9731,0.0606,244.5,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,suitcase,elsewhere
subject-12,27,49,non-restrictive,The man will pick up the stamp,4,8,2,1.3052,0.0537,308.9,pos1,False,True,,,,,,,,,,,True,0,stamp,envelope
subject-12,28,11,non-restrictive,The baby will kick the bell,2,13,6,0.1546,0.0339,149.8,pos2,True,True,0.0,,0.9714,,0.0286,,0.0,,0.9714,,False,1,bell,bell
subject-12,29,2,restrictive,The policeman will arrest the man,1,10,5,0.0396,0.02,111.7,subject,False,False,0.2107,,0.7893,,0.0,,0.0,,0.2107,,False,1,man,subject
subject-12,30,10,restrictive,The man will repair the washing machine,1,10,4,0.5572,0.0402,293.6,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,1.0,,False,2,washing-machine,elsewhere
subject-12,31,0,restrictive,The boy will eat the cake,3,8,0,,,,,,,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,cake,
subject-12,32,13,non-restrictive,The man will  collect the cigarettes,4,8,1,1.2308,0.0535,374.9,elsewhere,False,False,,,,,,,,,,,True,0,cigarettes,elsewhere
subject-12,33,42,restrictive,The woman will sew the shirt,1,7,2,0.4766,0.0337,161.5,subject,False,False,,,,,,,,,,,True,1,shirt,subject
subject-12,34,26,restrictive,The woman will blow out the candle,1,8,1,0.8919,0.0538,382.1,elsewhere,False,False,,,,,,,,,,,True,0,candle,elsewhere
subject-12,35,14,restrictive,The boy will walk the dog,1,7,2,0.3227,0.0333,201.5,pos3,False,True,0.0,0.0,0.1658,0.0,0.8342,1.0,0.0,0.0,0.0,0.0,False,1,dog,ball
subject-12,36,1,non-restrictive,The woman will try the wine,4,6,2,1.0605,0.0269,246.9,subject,False,False,,,,,,,,,,,True,0,wine,subject
subject-12,37,48,restrictive,The child will inflate the balloon,3,5,2,0.6384,0.0201,110.5,subject,False,False,,,,,,,,,,,True,1,balloon,subject
subject-12,38,29,non-restrictive,The grandmother will eadturn the newspaper,4,5,4,0.7776,0.0198,91.1,elsewhere,False,False,,,,,,,,,,,True,0,newspaper,elsewhere
subject-12,39,9,non-restrictive,The woman will open the book,4,8,3,0.0083,0.0535,301.7,pos3,False,True,0.0,0.0,0.7502,0.5,0.2498,0.5,0.0,0.0,0.0,0.0,False,2,book,bag
subject-12,40,45,non-restrictive,The chef will carry the carrot,4,11,1,1.2173,0.0533,293.6,pos4,True,True,,,,,,,,,,,True,0,carrot,carrot
subject-12,41,17,non-restrictive,The man will  move the wood,4,9,3,0.6325,0.0404,329.9,subject,False,False,,,,,,,,,,,True,0,wood,subject
subject-12,43,38,restrictive,The woman will tie the apron,1,4,3,0.3254,0.0269,205.0,subject,False,False,,,,,,,,,,,True,1,apron,subject
subject-12,44,16,restrictive,The woman will wear the dress,3,4,3,1.0738,0.0466,213.9,elsewhere,False,False,,,,,,,,,,,True,0,dress,elsewhere
subject-12,45,20,restrictive,The baby will hug the kitten,3,8,1,0.7643,0.0536,413.4,elsewhere,False,False,,,,,,,,,,,True,0,kitten,elsewhere
subject-12,46,43,non-restrictive,The man will wipe the safe,2,9,3,0.5074,0.0399,293.5,elsewhere,False,False,,,,,,,,,,,True,0,safe,elsewhere
subject-12,47,5,non-restrictive,The hiker will photograph the mountain,4,9,4,0.1748,0.0134,146.4,subject,False,False,,,,,,,,,,,True,0,mountain,subject
subject-12,48,41,non-restrictive,The boy will move the orange,4,7,2,0.9977,0.0605,429.9,pos2,False,True,,,,,,,,,,,True,0,orange,cone
subject-12,49,8,restrictive,The woman will play the piano,3,8,1,1.9524,0.0532,317.6,subject,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,piano,subject
subject-13,0,11,restrictive,The baby will ring the bell,2,7,0,,,,,,,,,,,,,,,,,True,0,bell,
subject-13,1,2,non-restrictive,The policeman will search the man,1,4,0,,,,,,,,,,,,,,,,,True,0,man,
subject-13,2,33,restrictive,The boy will unzip the suitcase,4,3,1,0.901,0.0134,466.4,subject,False,False,,,,,,,,,,,True,0,suitcase,subject
subject-13,3,30,non-restrictive,The girl will grab the dice,1,3,1,1.5705,0.0134,2123.9,elsewhere,False,False,,,,,,,,,,,True,0,dice,elsewhere
subject-13,4,15,restrictive,The businessman will wear the hat,2,9,1,0.8198,0.1675,1229.4,elsewhere,False,False,,,,,,,,,,,True,0,hat,elsewhere
subject-13,5,38,non-restrictive,The woman will carry the apron,1,8,6,0.0499,0.0738,268.3,elsewhere,False,False,0.5925,,0.4075,,0.0,,0.0,,0.5925,,False,1,apron,elsewhere
subject-13,6,39,restrictive,The boy will tie the shoelace,2,10,2,0.7453,0.0201,663.9,subject,False,False,,,,,,,,,,,True,0,shoelace,subject
subject-13,7,23,restrictive,The girl will knit the scarf,2,9,0,,,,,,,,,,,,,,,,,True,0,scarf,
subject-13,8,41,restrictive,The boy will squeeze the orange,4,8,3,0.2586,0.0134,147.6,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,orange,shell
subject-13,9,8,non-restrictive,The woman will dust the piano,3,8,1,0.9734,0.0602,247.9,pos3,True,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,piano,piano
subject-13,10,13,restrictive,The man will smoke the cigarettes,4,8,3,0.513,0.0269,206.5,elsewhere,False,False,0.0,,0.0,,0.6895,,0.3105,,0.3105,,False,1,cigarettes,elsewhere
subject-13,11,35,restrictive,The girl will apply the mascara,2,4,1,1.8734,0.0402,270.0,pos2,True,True,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,mascara,mascara
subject-13,12,42,non-restrictive,The woman will wash the shirt,1,11,3,0.1758,0.0198,291.9,pos2,False,True,0.0,0.0,0.741,0.0,0.259,1.0,0.0,0.0,0.0,0.0,False,1,shirt,apple
subject-13,13,24,non-restrictive,The girl will lift the rabbit,3,2,0,,,,,,,,,,,,,,,,,True,0,rabbit,
subject-13,14,9,restrictive,The woman will read the book,4,9,4,0.1608,0.0137,138.6,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,book,bag
subject-13,15,0,non-restrictive,The boy will move the cake,3,7,0,,,,,,,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,cake,
subject-13,16,43,restrictive,The man will lock the safe,2,14,4,0.0116,0.0402,257.5,elsewhere,False,False,0.0,0.0,0.0,0.0,0.1265,0.0,0.8735,1.0,0.0,0.0,False,1,safe,elsewhere
subject-13,17,6,non-restrictive,The housewife will  wash the mushrooms,1,9,2,0.7436,0.0397,305.9,pos3,False,True,1.0,,0.0,,0.0,,0.0,,1.0,,False,0,mushrooms,weighing-scales
subject-13,18,37,restrictive,The boy will peel the banana,4,12,2,0.5017,0.0335,286.1,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,banana,key
subject-13,19,17,restrictive,The man will chop the wood,4,7,2,1.1436,0.0536,319.5,pos3,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,wood,rope
subject-13,20,31,restrictive,The woman will open the bottle,2,10,4,0.1237,0.0402,223.2,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,bottle,lemon
subject-13,21,46,non-restrictive,The musician will move the violin,1,16,2,0.273,0.0536,241.0,pos1,True,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,violin,violin
subject-13,22,16,non-restrictive,The woman will  carry the dress,3,13,5,0.8739,0.0264,316.0,elsewhere,False,False,,,,,,,,,,,True,0,dress,elsewhere
subject-13,23,12,non-restrictive,The man will watch the boat,3,8,4,0.2522,0.034,244.9,pos3,True,True,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,boat,boat
subject-13,24,7,restrictive,The doctor will inject the child,2,7,3,0.2043,0.0734,364.4,elsewhere,False,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,child,elsewhere
subject-13,25,47,restrictive,The girl will vacuum the carpet,2,15,5,0.409,0.0134,217.8,elsewhere,False,False,,,,,,,,,,,True,1,carpet,elsewhere
subject-13,26,44,non-restrictive,The baker will inspect the dough,3,5,0,,,,,,,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,dough,
subject-13,27,28,non-restrictive,The cat will push the milk,3,4,0,,,,,,,,,,,,,,,,,True,0,milk,
subject-13,28,14,non-restrictive,The boy will feed the dog,1,10,2,0.2165,0.0267,6410.1,elsewhere,False,False,,,,,,,,,,,True,0,dog,elsewhere
subject-13,29,22,non-restrictive,The girl will hang the coat,1,14,2,0.0689,0.0132,157.8,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,coat,elsewhere
subject-13,30,18,non-restrictive,The boy will touch the football,1,16,5,0.2273,0.0267,236.6,elsewhere,False,False,0.7537,,0.2463,,0.0,,0.0,,0.7537,,False,1,football,elsewhere
subject-13,31,10,non-restrictive,The man will wipe the washing machine,1,13,4,0.2372,0.0469,279.6,pos4,False,True,0.0,0.0,0.4353,0.0,0.3704,0.5,0.1943,0.5,0.0,0.0,False,3,washing-machine,wastebin
subject-13,32,19,restrictive,The chef will slice the bread,2,11,4,0.4662,0.0402,208.7,elsewhere,False,False,0.0,,0.611,,0.389,,0.0,,0.611,,False,1,bread,elsewhere
subject-13,33,25,restrictive,The man will paint the canvas,4,10,2,0.1331,0.0866,238.9,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,canvas,elsewhere
subject-13,34,1,restrictive,The woman will drink the wine,4,15,5,0.0154,0.0336,277.8,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,wine,lipstick
subject-13,35,45,restrictive,The chef will grate the carrot,4,14,5,0.0303,0.04,256.2,elsewhere,False,False,0.0,0.0,0.0,0.0,0.0669,1.0,0.9331,0.0,0.9331,0.0,False,1,carrot,elsewhere
subject-13,36,26,non-restrictive,The woman will blow grab the candle,1,15,5,0.6312,0.0335,272.9,pos2,False,True,,,,,,,,,,,True,0,candle,package
subject-13,37,29,restrictive,The grandmother will read the newspaper,4,10,0,,,,,,,,,,,,,,,,,True,0,newspaper,
subject-13,38,4,non-restrictive,The boy will throw the ball,3,16,4,0.4059,0.0335,258.9,pos2,False,True,0.0,0.0,0.5122,1.0,0.4878,0.0,0.0,0.0,0.4878,0.0,False,1,ball,shuttle-cock
subject-13,39,32,non-restrictive,The woman will carry the beer,3,16,4,0.0778,0.0335,332.9,pos2,False,True,0.0,,0.8155,,0.0,,0.1845,,0.0,,False,1,beer,kettle
subject-13,40,40,non-restrictive,The girl will hold the blouse,3,12,3,0.1687,0.0402,225.0,pos3,True,True,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,blouse,blouse
subject-13,41,48,non-restrictive,The child will carry the balloon,3,13,1,1.0071,0.0471,431.4,elsewhere,False,False,,,,,,,,,,,True,0,balloon,elsewhere
subject-13,42,3,restrictive,The woman will bathe the baby,2,11,1,0.0811,0.0468,227.2,pos2,True,True,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,baby,baby
subject-13,43,36,non-restrictive,The kid will stack the lego,3,11,2,0.3852,0.0533,208.1,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,1,lego,elsewhere
subject-13,44,34,non-restrictive,The boy will move the radio,1,20,6,0.0435,0.0268,350.4,subject,False,False,0.1117,0.0,0.8883,1.0,0.0,0.0,0.0,0.0,0.1117,0.0,False,2,radio,subject
subject-13,45,49,restrictive,The man will lick the stamp,4,10,3,0.1255,0.0537,253.0,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,1.0,,False,1,stamp,elsewhere
subject-13,46,5,restrictive,The hiker will climb the mountain,4,8,3,0.8377,0.0398,394.2,pos4,True,True,,,,,,,,,,,True,0,mountain,mountain
subject-13,47,27,restrictive,The boy will dim the lamp,2,2,0,,,,,,,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,lamp,
subject-13,48,20,non-restrictive,The baby will grab the kitten,3,9,0,,,,,,,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,kitten,
subject-13,49,21,restrictive,The woman will water the flower,4,9,3,0.2521,0.0402,313.9,pos2,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,flower,vase
subject-14,0,33,non-restrictive,The boy will open the suitcase,1,11,2,1.2616,0.0268,280.5,pos3,False,True,,,,,,,,,,,True,0,suitcase,box
subject-14,1,45,non-restrictive,The chef will carry the carrot,1,17,6,0.2794,0.0335,222.3,subject,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,1,carrot,subject
subject-14,2,2,restrictive,The policeman will arrest the man,2,11,3,0.3143,0.0469,217.7,subject,False,False,,,,,,,,,,,True,0,man,subject
subject-14,3,36,restrictive,The kid will build the lego,4,16,5,0.4682,0.0469,229.1,subject,False,False,,,,,,,,,,,True,1,lego,subject
subject-14,4,13,non-restrictive,The man will  collect the cigarettes,1,7,2,1.1369,0.0402,201.3,elsewhere,False,False,,,,,,,,,,,True,0,cigarettes,elsewhere
subject-14,5,46,restrictive,The musician will tune the violin,2,12,3,0.0898,0.0471,390.9,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,violin,bow
subject-14,6,28,restrictive,The cat will drink the milk,4,9,3,0.3379,0.0134,299.0,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,1,milk,elsewhere
subject-14,7,10,restrictive,The man will repair the washing machine,2,15,7,0.7046,0.0335,314.5,pos2,True,True,0.3604,0.0,0.5772,0.5,0.0,0.0,0.0624,0.5,0.5772,0.5,False,3,washing-machine,washing-machine
subject-14,8,32,restrictive,The woman will brew the beer,4,11,3,0.8662,0.0469,182.3,pos2,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,beer,biscuit
subject-14,9,31,non-restrictive,The woman will examine the bottle,3,15,5,0.7031,0.0536,337.8,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,bottle,elsewhere
subject-14,10,25,non-restrictive,The man will move the canvas,1,14,5,0.6596,0.0399,293.5,pos1,True,True,,,,,,,,,,,True,0,canvas,canvas
subject-14,11,47,non-restrictive,The girl will move the carpet,3,12,5,0.0921,0.0467,182.7,pos2,False,True,0.0,0.0,0.6571,0.0,0.3429,1.0,0.0,0.0,0.3429,1.0,False,1,carpet,footstool
subject-14,12,3,non-restrictive,The woman will touch the baby,3,10,4,0.5992,0.0735,336.5,pos1,False,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,baby,stool
subject-14,13,48,restrictive,The child will inflate the balloon,4,17,6,0.5037,0.0405,363.2,subject,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,1,balloon,subject
subject-14,14,6,restrictive,The housewife will fry the mushrooms,2,14,5,0.1323,0.0536,315.0,elsewhere,False,False,,,,,,,,,,,True,0,mushrooms,elsewhere
subject-14,15,4,restrictive,The boy will bounce the ball,4,14,3,0.8374,0.0136,140.6,elsewhere,False,False,,,,,,,,,,,True,0,ball,elsewhere
subject-14,16,21,non-restrictive,The woman will move the flower,1,11,2,0.5515,0.0402,222.3,subject,False,False,1.0,,0.0,,0.0,,0.0,,1.0,,False,0,flower,subject
subject-14,17,0,restrictive,The boy will eat the cake,4,9,3,0.9761,0.0335,203.3,pos4,True,True,,,,,,,,,,,True,0,cake,cake
subject-14,18,39,non-restrictive,The boy will move the shoelace,3,9,3,0.576,0.0201,165.3,subject,False,False,,,,,,,,,,,True,0,shoelace,subject
subject-14,19,37,non-restrictive,The boy will move the banana,1,9,3,1.0709,0.0201,240.8,subject,False,False,,,,,,,,,,,True,0,banana,subject
subject-14,20,16,restrictive,The woman will wear the dress,4,13,3,0.3773,0.067,275.8,elsewhere,False,False,,,,,,,,,,,True,1,dress,elsewhere
subject-14,21,8,restrictive,The woman will play the piano,4,12,2,0.5653,0.0472,267.2,pos1,False,True,,,,,,,,,,,True,0,piano,table
subject-14,22,18,restrictive,The boy will kick the football,2,10,2,1.2909,0.0467,388.3,pos2,True,True,,,,,,,,,,,True,0,football,football
subject-14,23,7,non-restrictive,The doctor will check the child,3,9,0,,,,,,,,,,,,,,,,,True,0,child,
subject-14,24,24,restrictive,The girl will groom the rabbit,4,11,4,0.3237,0.0537,282.0,pos4,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,1,rabbit,rabbit
subject-14,25,12,restrictive,The man will sail the boat,4,11,4,0.6526,0.0533,246.1,pos4,True,True,,,,,,,,,,,True,0,boat,boat
subject-14,26,19,non-restrictive,The chef will clean the bread,3,10,2,0.8297,0.0535,327.3,elsewhere,False,False,,,,,,,,,,,True,0,bread,elsewhere
subject-14,27,11,non-restrictive,The baby will kick the bell,3,4,0,,,,,,,,,,,,,,,,,True,0,bell,
subject-14,28,20,restrictive,The baby will hug the kitten,4,8,5,0.3824,0.0602,294.8,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,kitten,cup
subject-14,29,30,restrictive,The girl will roll the dice,2,9,2,1.0386,0.0536,477.1,elsewhere,False,False,,,,,,,,,,,True,0,dice,elsewhere
subject-14,30,14,restrictive,The boy will walk the dog,2,6,1,0.9856,0.0535,400.2,pos2,True,True,,,,,,,,,,,True,0,dog,dog
subject-14,32,22,restrictive,The girl will zip the coat,2,5,2,1.0383,0.047,311.6,pos4,False,True,,,,,,,,,,,True,0,coat,poster
subject-14,33,5,non-restrictive,The hiker will photograph the mountain,1,9,3,1.173,0.0536,333.9,pos1,True,True,,,,,,,,,,,True,0,mountain,mountain
subject-14,34,35,non-restrictive,The girl will squeeze the mascara,3,18,6,0.6651,0.0268,177.3,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,1,mascara,elsewhere
subject-14,35,29,non-restrictive,The grandmother will eadturn the newspaper,1,11,3,0.4022,0.0472,363.9,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,newspaper,elsewhere
subject-14,36,17,non-restrictive,The man will  move the wood,1,9,1,1.1083,0.0466,289.8,elsewhere,False,False,,,,,,,,,,,True,0,wood,elsewhere
subject-14,37,27,non-restrictive,The boy will touch the lamp,3,11,2,1.1138,0.0334,191.2,elsewhere,False,False,,,,,,,,,,,True,0,lamp,elsewhere
subject-14,38,40,restrictive,The girl will button the blouse,4,10,1,1.6083,0.0538,167.2,elsewhere,False,False,,,,,,,,,,,True,0,blouse,elsewhere
subject-14,39,44,restrictive,The baker will knead the dough,4,9,3,0.988,0.0468,248.2,pos4,True,True,,,,,,,,,,,True,0,dough,dough
subject-14,40,49,non-restrictive,The man will pick up the stamp,1,5,0,,,,,,,,,,,,,,,,,True,0,stamp,
subject-14,41,23,non-restrictive,The girl will hold the scarf,3,9,3,0.4645,0.0466,223.5,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,1,scarf,elsewhere
subject-14,42,9,non-restrictive,The woman will open the book,1,5,1,0.062,0.0469,329.4,elsewhere,False,False,,,,,,,,,,,True,0,book,elsewhere
subject-14,43,1,non-restrictive,The woman will try the wine,1,10,2,0.8798,0.0401,226.4,subject,False,False,,,,,,,,,,,True,0,wine,subject
subject-14,44,38,restrictive,The woman will tie the apron,2,15,4,0.4058,0.0467,296.8,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,apron,mop
subject-14,45,26,restrictive,The woman will blow out the candle,2,12,5,0.1354,0.0134,134.0,pos3,False,True,0.0,0.0,0.2636,0.5,0.6172,0.0,0.1191,0.5,0.2636,0.5,False,2,candle,package
subject-14,46,43,non-restrictive,The man will wipe the safe,3,14,5,0.5406,0.0471,305.4,elsewhere,False,False,,,,,,,,,,,True,0,safe,elsewhere
subject-14,47,41,non-restrictive,The boy will move the orange,1,11,4,0.1136,0.0471,295.0,elsewhere,False,False,,,,,,,,,,,True,0,orange,elsewhere
subject-14,48,42,restrictive,The woman will sew the shirt,2,10,2,0.0417,0.0402,303.4,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,shirt,elsewhere
subject-14,49,15,non-restrictive,The businessman will  forget the hat,3,11,5,0.1996,0.0403,397.8,pos2,False,True,0.5314,1.0,0.4686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,hat,folder
subject-15,0,0,non-restrictive,The boy will move the cake,4,11,3,0.3138,0.0402,316.1,elsewhere,False,False,,,,,,,,,,,True,1,cake,elsewhere
subject-15,1,29,restrictive,The grandmother will read the newspaper,1,8,1,0.7958,0.0469,365.9,elsewhere,False,False,,,,,,,,,,,True,0,newspaper,elsewhere
subject-15,2,36,non-restrictive,The kid will stack the lego,4,10,1,1.115,0.0603,347.5,elsewhere,False,False,,,,,,,,,,,True,0,lego,elsewhere
subject-15,3,43,restrictive,The man will lock the safe,3,7,1,1.1634,0.0471,466.9,pos3,True,True,,,,,,,,,,,True,0,safe,safe
subject-15,4,11,restrictive,The baby will ring the bell,3,7,1,0.709,0.0401,355.2,pos3,True,True,,,,,,,,,,,True,0,bell,bell
subject-15,5,34,non-restrictive,The boy will move the radio,2,7,2,1.0147,0.0399,408.6,pos2,True,True,,,,,,,,,,,True,0,radio,radio
subject-15,6,42,non-restrictive,The woman will wash the shirt,2,7,2,1.1333,0.0399,374.7,pos3,False,True,,,,,,,,,,,True,0,shirt,apple
subject-15,7,44,non-restrictive,The baker will inspect the dough,4,11,1,1.3775,0.0535,436.1,pos3,False,True,,,,,,,,,,,True,0,dough,hammer
subject-15,8,14,non-restrictive,The boy will feed the dog,2,7,1,0.8793,0.0397,387.6,elsewhere,False,False,,,,,,,,,,,True,0,dog,elsewhere
subject-15,9,48,non-restrictive,The child will carry the balloon,4,8,2,1.2556,0.0469,383.3,pos3,False,True,,,,,,,,,,,True,0,balloon,pouch
subject-15,10,45,restrictive,The chef will grate the carrot,1,7,2,1.2419,0.0673,285.7,elsewhere,False,False,,,,,,,,,,,True,0,carrot,elsewhere
subject-15,11,47,restrictive,The girl will vacuum the carpet,3,13,2,1.2458,0.0407,409.3,pos2,False,True,,,,,,,,,,,True,0,carpet,footstool
subject-15,12,39,restrictive,The boy will tie the shoelace,3,7,1,1.0464,0.0468,487.9,pos3,True,True,,,,,,,,,,,True,0,shoelace,shoelace
subject-15,13,7,restrictive,The doctor will inject the child,3,7,1,1.0956,0.0535,394.7,pos3,True,True,,,,,,,,,,,True,0,child,child
subject-15,14,38,non-restrictive,The woman will carry the apron,2,7,2,1.3558,0.0473,337.6,elsewhere,False,False,,,,,,,,,,,True,0,apron,elsewhere
subject-15,15,25,restrictive,The man will paint the canvas,1,8,2,0.9702,0.0539,337.4,elsewhere,False,False,,,,,,,,,,,True,0,canvas,elsewhere
subject-15,16,12,non-restrictive,The man will watch the boat,4,9,1,1.0903,0.0468,325.8,elsewhere,False,False,,,,,,,,,,,True,0,boat,elsewhere
subject-15,17,6,non-restrictive,The housewife will  wash the mushrooms,2,4,3,1.0654,0.0469,458.2,pos2,True,True,,,,,,,,,,,True,0,mushrooms,mushrooms
subject-15,18,41,restrictive,The boy will squeeze the orange,1,12,1,1.1023,0.0469,297.0,pos1,True,True,,,,,,,,,,,True,0,orange,orange
subject-15,19,10,non-restrictive,The man will wipe the washing machine,2,8,2,0.9406,0.0335,429.8,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,washing-machine,mirror
subject-15,20,37,restrictive,The boy will peel the banana,1,7,1,1.0787,0.0535,366.9,elsewhere,False,False,,,,,,,,,,,True,0,banana,elsewhere
subject-15,21,5,restrictive,The hiker will climb the mountain,1,8,1,0.65,0.0398,463.9,pos1,True,True,,,,,,,,,,,True,0,mountain,mountain
subject-15,22,9,restrictive,The woman will read the book,1,8,2,0.2214,0.0201,302.5,pos2,False,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,book,door
subject-15,23,13,restrictive,The man will smoke the cigarettes,1,10,1,0.7006,0.0335,326.6,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,cigarettes,elsewhere
subject-15,24,1,restrictive,The woman will drink the wine,1,8,1,0.893,0.0536,362.1,elsewhere,False,False,,,,,,,,,,,True,0,wine,elsewhere
subject-15,25,26,non-restrictive,The woman will blow grab the candle,2,9,2,1.2942,0.0265,360.5,elsewhere,False,False,,,,,,,,,,,True,0,candle,elsewhere
subject-15,26,33,restrictive,The boy will unzip the suitcase,1,10,2,1.4166,0.0466,360.2,elsewhere,False,False,,,,,,,,,,,True,0,suitcase,elsewhere
subject-15,27,28,non-restrictive,The cat will push the milk,4,6,1,0.9784,0.0469,304.6,elsewhere,False,False,,,,,,,,,,,True,0,milk,elsewhere
subject-15,28,35,restrictive,The girl will apply the mascara,3,3,1,1.2173,0.0402,415.9,pos3,True,True,,,,,,,,,,,True,0,mascara,mascara
subject-15,29,27,restrictive,The boy will dim the lamp,3,12,2,0.9096,0.0541,319.0,elsewhere,False,False,,,,,,,,,,,True,0,lamp,elsewhere
subject-15,30,46,non-restrictive,The musician will move the violin,2,8,1,1.0366,0.0402,441.9,pos2,True,True,,,,,,,,,,,True,0,violin,violin
subject-15,31,40,non-restrictive,The girl will hold the blouse,4,11,3,1.214,0.0465,332.0,elsewhere,False,False,,,,,,,,,,,True,0,blouse,elsewhere
subject-15,32,32,non-restrictive,The woman will carry the beer,4,5,1,1.2365,0.0469,351.6,elsewhere,False,False,,,,,,,,,,,True,0,beer,elsewhere
