subject_id,trial,sentence_id,condition,sentence,target_position,n_saccades_detected,n_saccades_after_verb_onset,first_saccade_latency_s,first_saccade_duration_s,first_saccade_peak_vel_deg_s,first_saccade_landing_aoi,first_saccade_is_target,first_saccade_is_object,rawsample_prop_pos1,saccade_prop_pos1,rawsample_prop_pos2,saccade_prop_pos2,rawsample_prop_pos3,saccade_prop_pos3,rawsample_prop_pos4,saccade_prop_pos4,prop_target_critical_window,saccade_prop_target,no_object_gaze_critical_window,n_saccades_landed_critical_window,target_object,first_saccade_chosen_object
subject-12,11,48,restrictive,The child will inflate the balloon,3,6,2,0.4974,0.0198,175.0,subject,False,False,,,,,,,,,,,True,1,balloon,subject
subject-12,12,29,non-restrictive,The grandmother will eadturn the newspaper,4,5,1,0.3489,0.0402,365.3,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,newspaper,elsewhere
subject-12,13,9,non-restrictive,The woman will open the book,4,8,3,0.0079,0.0135,178.5,subject,False,False,,,,,,,,,,,True,0,book,subject
subject-12,14,45,non-restrictive,The chef will carry the carrot,4,8,3,0.3667,0.0201,124.8,subject,False,False,,,,,,,,,,,True,1,carrot,subject
subject-12,15,17,non-restrictive,The man will  move the wood,4,15,6,0.2777,0.0134,170.9,subject,False,False,,,,,,,,,,,True,2,wood,subject
subject-12,17,38,restrictive,The woman will tie the apron,1,9,2,0.8345,0.0402,343.1,elsewhere,False,False,,,,,,,,,,,True,0,apron,elsewhere
subject-12,18,16,restrictive,The woman will wear the dress,3,5,1,0.7055,0.0602,396.8,pos3,True,True,,,,,,,,,,,True,0,dress,dress
subject-12,19,20,restrictive,The baby will hug the kitten,3,11,3,0.0341,0.0335,182.7,elsewhere,False,False,,,,,,,,,,,True,1,kitten,elsewhere
subject-12,20,43,non-restrictive,The man will wipe the safe,2,10,3,0.1654,0.0131,307.4,subject,False,False,,,,,,,,,,,True,0,safe,subject
subject-12,21,5,non-restrictive,The hiker will photograph the mountain,4,13,3,0.5165,0.0201,125.2,subject,False,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2,mountain,subject
subject-12,22,33,non-restrictive,The boy will open the suitcase,4,13,5,0.0156,0.0134,193.2,subject,False,False,,,,,,,,,,,True,1,suitcase,subject
subject-12,23,15,non-restrictive,The businessman will  forget the hat,2,11,2,0.1529,0.0132,98.5,subject,False,False,,,,,,,,,,,True,0,hat,subject
subject-12,24,35,non-restrictive,The girl will squeeze the mascara,2,12,4,0.7527,0.0401,271.8,elsewhere,False,False,,,,,,,,,,,True,0,mascara,elsewhere
subject-12,25,6,restrictive,The housewife will fry the mushrooms,1,12,2,1.2778,0.0536,312.7,elsewhere,False,False,,,,,,,,,,,True,0,mushrooms,elsewhere
subject-12,26,31,non-restrictive,The woman will examine the bottle,2,10,2,0.9101,0.0606,244.5,pos2,True,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,bottle,bottle
subject-12,27,22,restrictive,The girl will zip the coat,1,8,2,1.1792,0.0537,308.9,pos1,True,True,,,,,,,,,,,True,0,coat,coat
subject-12,28,23,non-restrictive,The girl will hold the scarf,2,13,6,0.1756,0.0339,149.8,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,1.0,,False,1,scarf,elsewhere
subject-12,29,27,non-restrictive,The boy will touch the lamp,2,10,6,0.2564,0.0533,262.6,elsewhere,False,False,,,,,,,,,,,True,2,lamp,elsewhere
subject-12,30,28,restrictive,The cat will drink the milk,3,10,4,0.5992,0.0402,293.6,elsewhere,False,False,,,,,,,,,,,True,0,milk,elsewhere
subject-12,31,46,restrictive,The musician will tune the violin,1,8,0,,,,,,,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,violin,
subject-12,32,7,non-restrictive,The doctor will check the child,2,8,1,0.9998,0.0535,374.9,pos4,False,True,,,,,,,,,,,True,0,child,toy-bear
subject-12,33,44,restrictive,The baker will knead the dough,3,7,2,0.3716,0.0337,161.5,subject,False,False,,,,,,,,,,,True,1,dough,subject
subject-12,34,18,restrictive,The boy will kick the football,1,8,1,0.9759,0.0538,382.1,pos1,True,True,,,,,,,,,,,True,0,football,football
subject-12,35,24,restrictive,The girl will groom the rabbit,3,7,2,0.1967,0.0333,201.5,pos3,True,True,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,rabbit,rabbit
subject-12,36,41,non-restrictive,The boy will move the orange,4,6,2,1.1655,0.0269,246.9,subject,False,False,,,,,,,,,,,True,0,orange,subject
subject-12,37,36,restrictive,The kid will build the lego,3,5,2,0.7433,0.0201,110.5,subject,False,False,,,,,,,,,,,True,0,lego,subject
subject-12,38,21,non-restrictive,The woman will move the flower,4,5,4,1.2816,0.0198,91.1,subject,False,False,,,,,,,,,,,True,0,flower,subject
subject-12,39,37,non-restrictive,The boy will move the banana,4,8,3,0.1133,0.0535,301.7,elsewhere,False,False,0.0,,0.9326,,0.0674,,0.0,,0.0,,False,1,banana,elsewhere
subject-12,40,25,non-restrictive,The man will move the canvas,4,11,1,1.1753,0.0533,293.6,pos4,True,True,,,,,,,,,,,True,0,canvas,canvas
subject-12,41,47,non-restrictive,The girl will move the carpet,2,9,3,0.5275,0.0404,329.9,elsewhere,False,False,,,,,,,,,,,True,0,carpet,elsewhere
subject-12,42,39,non-restrictive,The boy will move the shoelace,2,7,3,0.8977,0.0136,77.0,elsewhere,False,False,,,,,,,,,,,True,0,shoelace,elsewhere
subject-12,43,12,restrictive,The man will sail the boat,3,4,3,0.3044,0.0269,205.0,subject,False,False,,,,,,,,,,,True,1,boat,subject
subject-12,44,4,restrictive,The boy will bounce the ball,3,4,3,1.1788,0.0466,213.9,elsewhere,False,False,,,,,,,,,,,True,0,ball,elsewhere
subject-12,45,30,restrictive,The girl will roll the dice,1,8,2,0.1411,0.0134,104.3,subject,False,False,,,,,,,,,,,True,0,dice,subject
subject-12,46,19,non-restrictive,The chef will clean the bread,2,9,3,0.5284,0.0399,293.5,elsewhere,False,False,,,,,,,,,,,True,1,bread,elsewhere
subject-12,47,32,restrictive,The woman will brew the beer,3,9,5,0.1157,0.0267,242.2,subject,False,False,,,,,,,,,,,True,1,beer,subject
subject-12,48,40,restrictive,The girl will button the blouse,3,7,2,0.8717,0.0605,429.9,pos2,False,True,,,,,,,,,,,True,0,blouse,iron
subject-12,49,8,restrictive,The woman will play the piano,3,8,1,1.9524,0.0532,317.6,subject,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,piano,subject
subject-13,0,11,restrictive,The baby will ring the bell,2,7,0,,,,,,,,,,,,,,,,,True,0,bell,
subject-13,1,28,non-restrictive,The cat will push the milk,3,4,0,,,,,,,,,,,,,,,,,True,0,milk,
subject-13,2,14,non-restrictive,The boy will feed the dog,1,3,1,1.027,0.0134,466.4,subject,False,False,,,,,,,,,,,True,0,dog,subject
subject-13,3,22,non-restrictive,The girl will hang the coat,1,3,1,1.5495,0.0134,2123.9,elsewhere,False,False,,,,,,,,,,,True,0,coat,elsewhere
subject-13,4,18,non-restrictive,The boy will touch the football,1,9,2,0.1758,0.0472,312.0,subject,False,False,,,,,,,,,,,True,0,football,subject
subject-13,5,10,non-restrictive,The man will wipe the washing machine,1,8,6,0.0499,0.0738,268.3,pos1,True,True,0.486,0.0,0.143,0.5,0.371,0.5,0.0,0.0,0.486,0.0,False,3,washing-machine,washing-machine
subject-13,6,19,restrictive,The chef will slice the bread,2,10,2,0.6403,0.0201,663.9,subject,False,False,,,,,,,,,,,True,0,bread,subject
subject-13,7,25,restrictive,The man will paint the canvas,4,9,0,,,,,,,,,,,,,,,,,True,0,canvas,
subject-13,8,1,restrictive,The woman will drink the wine,4,8,3,0.2166,0.0134,147.6,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,wine,lipstick
subject-13,9,45,restrictive,The chef will grate the carrot,4,8,1,0.9944,0.0602,247.9,pos3,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,carrot,pot
subject-13,10,26,non-restrictive,The woman will blow grab the candle,1,8,3,0.45,0.0269,206.5,pos4,False,True,0.0,0.0,0.0,0.0,0.4124,0.0,0.5876,1.0,0.0,0.0,False,1,candle,coaster
subject-13,11,29,restrictive,The grandmother will read the newspaper,4,4,1,1.2644,0.0402,270.0,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,newspaper,elsewhere
subject-13,12,4,non-restrictive,The boy will throw the ball,3,11,4,0.0243,0.0671,295.7,pos1,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,ball,acorns
subject-13,13,32,non-restrictive,The woman will carry the beer,3,2,0,,,,,,,,,,,,,,,,,True,0,beer,
subject-13,14,40,non-restrictive,The girl will hold the blouse,3,9,4,0.1818,0.0137,138.6,pos3,True,True,0.0,,0.0,,0.4032,,0.5968,,0.4032,,False,1,blouse,blouse
subject-13,15,48,non-restrictive,The child will carry the balloon,3,7,0,,,,,,,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,balloon,
subject-13,16,3,restrictive,The woman will bathe the baby,2,14,3,0.2281,0.0336,259.2,pos4,False,True,0.0,0.0,0.0,0.0,0.382,1.0,0.618,0.0,0.0,0.0,False,1,baby,stool
subject-13,17,36,non-restrictive,The kid will stack the lego,3,9,2,1.1216,0.0397,305.9,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,lego,elsewhere
subject-13,18,34,non-restrictive,The boy will move the radio,1,12,2,0.4177,0.0335,286.1,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,radio,elsewhere
subject-13,19,49,restrictive,The man will lick the stamp,4,7,2,1.1436,0.0536,319.5,pos3,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,stamp,scissors
subject-13,20,5,restrictive,The hiker will climb the mountain,4,10,4,0.2077,0.0402,223.2,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,mountain,moon
subject-13,21,27,restrictive,The boy will dim the lamp,2,16,4,0.2196,0.0406,301.9,pos4,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,2,lamp,frame
subject-13,22,44,non-restrictive,The baker will inspect the dough,3,13,5,0.7479,0.0264,316.0,pos1,False,True,0.2886,1.0,0.7114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,dough,ladle
subject-13,23,47,restrictive,The girl will vacuum the carpet,2,8,4,0.1472,0.034,244.9,pos3,False,True,0.0,0.0,0.9443,1.0,0.0557,0.0,0.0,0.0,0.9443,1.0,False,1,carpet,dustpan
subject-13,24,7,restrictive,The doctor will inject the child,2,7,3,0.2043,0.0734,364.4,pos4,False,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,child,toy-bear
subject-13,25,12,non-restrictive,The man will watch the boat,3,15,5,0.514,0.0134,217.8,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,1,boat,elsewhere
subject-13,26,2,non-restrictive,The policeman will search the man,1,5,0,,,,,,,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,man,
subject-13,27,33,restrictive,The boy will unzip the suitcase,4,4,0,,,,,,,,,,,,,,,,,True,0,suitcase,
subject-13,28,30,non-restrictive,The girl will grab the dice,1,10,2,0.0905,0.0267,6410.1,elsewhere,False,False,0.0,,0.7998,,0.2002,,0.0,,0.0,,False,0,dice,elsewhere
subject-13,29,15,restrictive,The businessman will wear the hat,2,14,1,0.4082,0.0335,235.0,pos1,False,True,0.3573,1.0,0.6427,0.0,0.0,0.0,0.0,0.0,0.6427,0.0,False,1,hat,folder
subject-13,30,38,non-restrictive,The woman will carry the apron,1,16,5,0.1643,0.0267,236.6,pos2,False,True,0.9642,1.0,0.0358,0.0,0.0,0.0,0.0,0.0,0.9642,1.0,False,1,apron,mop
subject-13,31,39,restrictive,The boy will tie the shoelace,2,13,4,0.3632,0.0469,279.6,pos4,False,True,0.0,0.0,0.0,0.0,0.3157,0.5,0.6843,0.5,0.0,0.0,False,2,shoelace,mat
subject-13,32,23,restrictive,The girl will knit the scarf,2,11,4,0.4662,0.0402,208.7,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,scarf,elsewhere
subject-13,33,41,restrictive,The boy will squeeze the orange,4,10,2,0.0911,0.0866,238.9,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,orange,elsewhere
subject-13,34,8,non-restrictive,The woman will dust the piano,3,15,5,0.0154,0.0336,277.8,pos3,True,True,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,piano,piano
subject-13,35,13,restrictive,The man will smoke the cigarettes,4,14,5,0.0513,0.04,256.2,elsewhere,False,False,0.0,0.0,0.0,0.0,0.2835,1.0,0.7165,0.0,0.7165,0.0,False,1,cigarettes,elsewhere
subject-13,36,20,non-restrictive,The baby will grab the kitten,3,15,5,0.5892,0.0335,272.9,pos2,False,True,0.5306,0.0,0.4694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,kitten,cup
subject-13,37,35,restrictive,The girl will apply the mascara,2,10,1,0.1322,0.0403,280.3,pos4,False,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,mascara,mirror
subject-13,38,24,non-restrictive,The girl will lift the rabbit,3,16,4,0.3219,0.0335,258.9,pos2,False,True,0.0,0.0,0.814,1.0,0.186,0.0,0.0,0.0,0.186,0.0,False,1,rabbit,glass
subject-13,39,9,restrictive,The woman will read the book,4,16,3,0.4024,0.0603,395.9,pos4,True,True,0.0,,0.9708,,0.0,,0.0292,,0.0292,,False,0,book,book
subject-13,40,0,non-restrictive,The boy will move the cake,3,12,3,0.2737,0.0402,225.0,pos3,True,True,0.0,0.0,0.2145,0.0,0.7855,1.0,0.0,0.0,0.7855,1.0,False,1,cake,cake
subject-13,41,43,restrictive,The man will lock the safe,2,13,2,0.0116,0.0469,252.4,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,safe,pan
subject-13,42,6,non-restrictive,The housewife will  wash the mushrooms,1,11,0,,,,,,,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,mushrooms,
subject-13,43,37,restrictive,The boy will peel the banana,4,11,2,0.4692,0.0533,208.1,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,1,banana,elsewhere
subject-13,44,17,restrictive,The man will chop the wood,4,20,6,0.0855,0.0268,350.4,subject,False,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2,wood,subject
subject-13,45,31,restrictive,The woman will open the bottle,2,10,2,0.2044,0.0134,116.4,pos4,False,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,bottle,sponge
subject-13,46,46,non-restrictive,The musician will move the violin,1,8,3,0.4807,0.0398,394.2,pos4,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,1,violin,stand
subject-13,47,16,non-restrictive,The woman will  carry the dress,3,2,0,,,,,,,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,dress,
subject-13,48,42,non-restrictive,The woman will wash the shirt,1,9,0,,,,,,,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,shirt,
subject-13,49,21,restrictive,The woman will water the flower,4,9,3,0.2521,0.0402,313.9,pos2,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,flower,vase
subject-14,0,33,non-restrictive,The boy will open the suitcase,1,11,2,1.2616,0.0268,280.5,elsewhere,False,False,,,,,,,,,,,True,0,suitcase,elsewhere
subject-14,1,11,non-restrictive,The baby will kick the bell,3,17,6,0.1954,0.0335,222.3,elsewhere,False,False,,,,,,,,,,,True,1,bell,elsewhere
subject-14,2,20,restrictive,The baby will hug the kitten,4,11,4,0.1817,0.0334,265.6,elsewhere,False,False,,,,,,,,,,,True,1,kitten,elsewhere
subject-14,3,30,restrictive,The girl will roll the dice,2,16,5,0.4892,0.0469,229.1,elsewhere,False,False,,,,,,,,,,,True,1,dice,elsewhere
subject-14,4,14,restrictive,The boy will walk the dog,2,7,2,1.1999,0.0402,201.3,elsewhere,False,False,,,,,,,,,,,True,0,dog,elsewhere
subject-14,6,22,restrictive,The girl will zip the coat,2,9,3,0.2749,0.0134,299.0,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,1.0,,False,1,coat,elsewhere
subject-14,7,5,non-restrictive,The hiker will photograph the mountain,1,15,7,0.5366,0.0335,314.5,pos2,False,True,0.7805,1.0,0.2195,0.0,0.0,0.0,0.0,0.0,0.7805,1.0,False,1,mountain,animal
subject-14,8,35,non-restrictive,The girl will squeeze the mascara,3,11,3,0.8662,0.0469,182.3,pos2,False,True,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,mascara,pot
subject-14,9,29,non-restrictive,The grandmother will eadturn the newspaper,1,15,5,0.2621,0.0536,337.8,elsewhere,False,False,,,,,,,,,,,True,2,newspaper,elsewhere
subject-14,10,17,non-restrictive,The man will  move the wood,1,14,5,0.6596,0.0399,293.5,pos1,True,True,,,,,,,,,,,True,0,wood,wood
subject-14,11,27,non-restrictive,The boy will touch the lamp,3,12,5,0.3231,0.0467,182.7,pos2,False,True,0.1577,0.0,0.8423,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,lamp,picture
subject-14,12,40,restrictive,The girl will button the blouse,4,10,4,0.5572,0.0735,336.5,pos1,False,True,0.0,,0.0,,0.0,,1.0,,1.0,,False,0,blouse,pin
subject-14,13,44,restrictive,The baker will knead the dough,4,17,7,0.0168,0.0469,319.1,pos1,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,dough,glass
subject-14,14,49,non-restrictive,The man will pick up the stamp,1,14,6,0.093,0.0134,202.9,subject,False,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,stamp,subject
subject-14,15,23,non-restrictive,The girl will hold the scarf,3,14,3,0.7324,0.0136,140.6,subject,False,False,,,,,,,,,,,True,0,scarf,subject
subject-14,16,9,non-restrictive,The woman will open the book,1,11,2,0.5305,0.0402,222.3,subject,False,False,,,,,,,,,,,True,0,book,subject
subject-14,17,1,non-restrictive,The woman will try the wine,1,9,3,0.9131,0.0335,203.3,pos4,False,True,,,,,,,,,,,True,0,wine,lipstick
subject-14,18,38,restrictive,The woman will tie the apron,2,9,3,0.513,0.0201,165.3,subject,False,False,,,,,,,,,,,True,1,apron,subject
subject-14,19,26,restrictive,The woman will blow out the candle,2,9,3,0.9659,0.0201,240.8,subject,False,False,,,,,,,,,,,True,0,candle,subject
subject-14,20,43,non-restrictive,The man will wipe the safe,3,13,3,0.4403,0.067,275.8,elsewhere,False,False,,,,,,,,,,,True,1,safe,elsewhere
subject-14,21,41,non-restrictive,The boy will move the orange,1,12,2,0.6493,0.0472,267.2,pos1,True,True,,,,,,,,,,,True,0,orange,orange
subject-14,22,19,non-restrictive,The chef will clean the bread,3,10,2,1.3119,0.0467,388.3,pos2,False,True,,,,,,,,,,,True,0,bread,bowl
subject-14,23,12,restrictive,The man will sail the boat,4,9,1,0.1505,0.0134,147.7,subject,False,False,,,,,,,,,,,True,0,boat,subject
subject-14,24,24,restrictive,The girl will groom the rabbit,4,11,4,0.3237,0.0537,282.0,pos4,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,1,rabbit,rabbit
subject-14,25,7,non-restrictive,The doctor will check the child,3,11,4,0.4636,0.0533,246.1,pos4,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,1,child,tv-monitor
subject-14,26,45,non-restrictive,The chef will carry the carrot,1,10,2,0.8088,0.0535,327.3,pos4,False,True,,,,,,,,,,,True,0,carrot,pot
subject-14,27,2,restrictive,The policeman will arrest the man,2,4,0,,,,,,,,,,,,,,,,,True,0,man,
subject-14,28,36,restrictive,The kid will build the lego,4,8,5,0.5084,0.0602,294.8,pos3,False,True,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,lego,clips
subject-14,29,13,non-restrictive,The man will  collect the cigarettes,1,9,2,1.1436,0.0536,477.1,pos2,False,True,,,,,,,,,,,True,0,cigarettes,filofax
subject-14,30,46,restrictive,The musician will tune the violin,2,6,1,0.5656,0.0535,400.2,pos2,True,True,,,,,,,,,,,True,0,violin,violin
subject-14,31,28,restrictive,The cat will drink the milk,4,7,3,0.6261,0.0266,193.7,subject,False,False,,,,,,,,,,,True,0,milk,subject
subject-14,32,10,restrictive,The man will repair the washing machine,2,5,2,1.0593,0.047,311.6,pos4,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,1,washing-machine,dog
subject-14,33,32,restrictive,The woman will brew the beer,4,9,4,0.0961,0.0602,262.4,pos1,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,beer,mug
subject-14,34,31,non-restrictive,The woman will examine the bottle,3,18,6,0.6021,0.0268,177.3,pos4,False,True,0.0701,,0.0,,0.0,,0.9299,,0.0,,False,1,bottle,lemon
subject-14,35,25,non-restrictive,The man will move the canvas,1,11,3,0.9272,0.0472,363.9,pos4,False,True,,,,,,,,,,,True,0,canvas,rope
subject-14,36,42,restrictive,The woman will sew the shirt,2,9,1,1.0663,0.0466,289.8,elsewhere,False,False,,,,,,,,,,,True,0,shirt,elsewhere
subject-14,37,47,non-restrictive,The girl will move the carpet,3,11,2,0.8828,0.0334,191.2,elsewhere,False,False,,,,,,,,,,,True,0,carpet,elsewhere
subject-14,38,48,restrictive,The child will inflate the balloon,4,10,1,1.4614,0.0538,167.2,elsewhere,False,False,,,,,,,,,,,True,0,balloon,elsewhere
subject-14,39,6,restrictive,The housewife will fry the mushrooms,2,9,3,0.715,0.0468,248.2,elsewhere,False,False,,,,,,,,,,,True,0,mushrooms,elsewhere
subject-14,40,4,restrictive,The boy will bounce the ball,4,5,0,,,,,,,,,,,,,,,,,True,0,ball,
subject-14,41,21,non-restrictive,The woman will move the flower,1,9,3,0.4645,0.0466,223.5,pos1,True,True,0.0869,1.0,0.9131,0.0,0.0,0.0,0.0,0.0,0.0869,1.0,False,1,flower,flower
subject-14,42,0,restrictive,The boy will eat the cake,4,5,1,0.146,0.0469,329.4,subject,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,1,cake,subject
subject-14,43,39,non-restrictive,The boy will move the shoelace,3,10,2,0.9848,0.0401,226.4,subject,False,False,,,,,,,,,,,True,0,shoelace,subject
subject-14,44,37,non-restrictive,The boy will move the banana,1,15,4,0.4478,0.0467,296.8,elsewhere,False,False,,,,,,,,,,,True,1,banana,elsewhere
subject-14,45,16,restrictive,The woman will wear the dress,4,12,5,0.1565,0.0134,134.0,pos3,False,True,0.0,0.0,0.0,0.0,0.8494,0.0,0.1506,1.0,0.1506,1.0,False,1,dress,ribbon
subject-14,46,8,restrictive,The woman will play the piano,4,14,5,0.4986,0.0471,305.4,elsewhere,False,False,,,,,,,,,,,True,1,piano,elsewhere
subject-14,47,18,restrictive,The boy will kick the football,2,11,4,0.0716,0.0471,295.0,subject,False,False,,,,,,,,,,,True,0,football,subject
subject-14,48,3,non-restrictive,The woman will touch the baby,3,10,2,0.0837,0.0402,303.4,pos3,True,True,,,,,,,,,,,True,1,baby,baby
subject-14,49,15,non-restrictive,The businessman will  forget the hat,3,11,5,0.1996,0.0403,397.8,pos2,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,1,hat,folder
subject-15,0,0,non-restrictive,The boy will move the cake,4,11,3,0.3138,0.0402,316.1,subject,False,False,,,,,,,,,,,True,1,cake,subject
subject-15,1,28,non-restrictive,The cat will push the milk,4,8,1,1.4468,0.0469,365.9,pos1,False,True,,,,,,,,,,,True,0,milk,glove
subject-15,2,35,restrictive,The girl will apply the mascara,3,10,1,1.157,0.0603,347.5,pos4,False,True,,,,,,,,,,,True,0,mascara,brush
subject-15,3,27,restrictive,The boy will dim the lamp,3,7,1,1.1844,0.0471,466.9,pos3,True,True,,,,,,,,,,,True,0,lamp,lamp
subject-15,4,46,non-restrictive,The musician will move the violin,2,7,1,0.394,0.0401,355.2,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,violin,bow
subject-15,5,40,non-restrictive,The girl will hold the blouse,4,7,2,0.9727,0.0399,408.6,elsewhere,False,False,,,,,,,,,,,True,0,blouse,elsewhere
subject-15,6,32,non-restrictive,The woman will carry the beer,4,7,2,1.1963,0.0399,374.7,elsewhere,False,False,,,,,,,,,,,True,0,beer,elsewhere
subject-15,7,8,non-restrictive,The woman will dust the piano,4,11,1,1.4825,0.0535,436.1,pos3,False,True,,,,,,,,,,,True,0,piano,television
subject-15,8,4,non-restrictive,The boy will throw the ball,4,7,1,0.7744,0.0397,387.6,elsewhere,False,False,,,,,,,,,,,True,0,ball,elsewhere
subject-15,9,16,non-restrictive,The woman will  carry the dress,4,8,2,1.4236,0.0469,383.3,elsewhere,False,False,,,,,,,,,,,True,0,dress,elsewhere
subject-15,10,17,restrictive,The man will chop the wood,1,7,2,1.2839,0.0673,285.7,pos1,True,True,,,,,,,,,,,True,0,wood,wood
subject-15,11,31,restrictive,The woman will open the bottle,3,13,2,1.1618,0.0407,409.3,pos2,False,True,,,,,,,,,,,True,0,bottle,seed
subject-15,12,19,restrictive,The chef will slice the bread,3,7,1,0.9414,0.0468,487.9,elsewhere,False,False,,,,,,,,,,,True,0,bread,elsewhere
subject-15,13,24,non-restrictive,The girl will lift the rabbit,4,7,1,1.1796,0.0535,394.7,pos3,False,True,,,,,,,,,,,True,0,rabbit,glass
subject-15,14,30,non-restrictive,The girl will grab the dice,2,7,2,1.3558,0.0473,337.6,pos1,False,True,,,,,,,,,,,True,0,dice,headphones
subject-15,15,2,non-restrictive,The policeman will search the man,2,8,2,0.5082,0.0539,337.4,pos1,False,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,man,dustbin
subject-15,16,23,restrictive,The girl will knit the scarf,3,9,1,1.0693,0.0468,325.8,pos4,False,True,,,,,,,,,,,True,0,scarf,pencil
subject-15,17,49,restrictive,The man will lick the stamp,1,4,3,1.4853,0.0469,458.2,pos2,False,True,,,,,,,,,,,True,0,stamp,envelope
subject-15,18,22,non-restrictive,The girl will hang the coat,2,12,1,1.0603,0.0469,297.0,pos1,False,True,,,,,,,,,,,True,0,coat,towel
subject-15,19,3,restrictive,The woman will bathe the baby,3,8,2,0.8776,0.0335,429.8,elsewhere,False,False,,,,,,,,,,,True,0,baby,elsewhere
subject-15,20,21,restrictive,The woman will water the flower,1,7,1,0.8687,0.0535,366.9,pos1,True,True,,,,,,,,,,,True,0,flower,flower
subject-15,21,15,restrictive,The businessman will wear the hat,3,8,1,0.167,0.0398,463.9,pos1,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,hat,magnifying-glass
subject-15,22,33,restrictive,The boy will unzip the suitcase,1,8,2,0.2844,0.0201,302.5,pos2,False,True,0.2774,1.0,0.7226,0.0,0.0,0.0,0.0,0.0,0.2774,1.0,False,1,suitcase,envelope
subject-15,23,26,non-restrictive,The woman will blow grab the candle,2,10,1,0.6376,0.0335,326.6,pos1,False,True,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,candle,coaster
subject-15,24,1,restrictive,The woman will drink the wine,1,8,1,0.893,0.0536,362.1,pos1,True,True,,,,,,,,,,,True,0,wine,wine
subject-15,25,13,restrictive,The man will smoke the cigarettes,1,9,2,1.3572,0.0265,360.5,elsewhere,False,False,,,,,,,,,,,True,0,cigarettes,elsewhere
subject-15,26,29,restrictive,The grandmother will read the newspaper,1,10,2,0.8496,0.0466,360.2,elsewhere,False,False,,,,,,,,,,,True,0,newspaper,elsewhere
