subject_id,trial,sentence,condition,target_object,first_saccade_chosen_object,first_saccade_latency_s,chose_target
subject-15,18,The boy will squeeze the orange,restrictive,orange,,,False
subject-15,19,The man will wipe the washing machine,non-restrictive,washing-machine,elsewhere,0.9406,False
subject-15,20,The boy will peel the banana,restrictive,banana,,,False
subject-15,21,The hiker will climb the mountain,restrictive,mountain,,,False
subject-15,22,The woman will read the book,restrictive,book,door,0.2214,False
subject-15,23,The man will smoke the cigarettes,restrictive,cigarettes,,,False
subject-15,24,The woman will drink the wine,restrictive,wine,,,False
subject-15,25,The woman will blow grab the candle,non-restrictive,candle,,,False
subject-15,26,The boy will unzip the suitcase,restrictive,suitcase,,,False
subject-15,27,The cat will push the milk,non-restrictive,milk,,,False
subject-15,28,The girl will apply the mascara,restrictive,mascara,,,False
subject-15,29,The boy will dim the lamp,restrictive,lamp,,,False
subject-15,30,The musician will move the violin,non-restrictive,violin,,,False
subject-15,31,The girl will hold the blouse,non-restrictive,blouse,,,False
subject-15,32,The woman will carry the beer,non-restrictive,beer,,,False
subject-15,33,The woman will dust the piano,non-restrictive,piano,,,False
subject-15,34,The boy will throw the ball,non-restrictive,ball,,,False
subject-15,35,The woman will  carry the dress,non-restrictive,dress,,,False
subject-15,36,The man will chop the wood,restrictive,wood,,,False
subject-15,37,The woman will open the bottle,restrictive,bottle,,,False
subject-15,38,The chef will slice the bread,restrictive,bread,,,False
subject-15,39,The girl will lift the rabbit,non-restrictive,rabbit,plate,0.1008,False
subject-15,40,The girl will grab the dice,non-restrictive,dice,,,False
subject-15,41,The policeman will search the man,non-restrictive,man,,,False
subject-15,42,The girl will knit the scarf,restrictive,scarf,,,False
subject-15,43,The man will lick the stamp,restrictive,stamp,,,False
subject-15,44,The girl will hang the coat,non-restrictive,coat,,,False
subject-15,45,The woman will bathe the baby,restrictive,baby,,,False
subject-15,46,The woman will water the flower,restrictive,flower,,,False
subject-15,47,The businessman will wear the hat,restrictive,hat,,,False
subject-15,48,The baby will grab the kitten,non-restrictive,kitten,,,False
subject-15,49,The boy will touch the football,non-restrictive,football,,,False
subject-16,0,The boy will walk the dog,restrictive,dog,,,False
subject-16,1,The boy will touch the lamp,non-restrictive,lamp,picture,0.3232,False
subject-16,2,The baby will hug the kitten,restrictive,kitten,,,False
subject-16,3,The baker will knead the dough,restrictive,dough,dough,0.4721,True
subject-16,4,The doctor will check the child,non-restrictive,child,,,False
subject-16,5,The hiker will photograph the mountain,non-restrictive,mountain,mountain,0.4024,True
subject-16,6,The housewife will fry the mushrooms,restrictive,mushrooms,,,False
subject-16,7,The kid will build the lego,restrictive,lego,,,False
subject-16,8,The man will pick up the stamp,non-restrictive,stamp,stamp,0.6618,True
subject-16,9,The baby will kick the bell,non-restrictive,bell,,,False
subject-16,10,The boy will move the banana,non-restrictive,banana,,,False
subject-16,11,The boy will open the suitcase,non-restrictive,suitcase,,,False
subject-16,12,The boy will kick the football,restrictive,football,elsewhere,0.0853,False
subject-16,13,The musician will tune the violin,restrictive,violin,,,False
subject-16,14,The woman will examine the bottle,non-restrictive,bottle,,,False
subject-16,15,The grandmother will eadturn the newspaper,non-restrictive,newspaper,,,False
subject-16,16,The girl will groom the rabbit,restrictive,rabbit,,,False
subject-16,17,The girl will squeeze the mascara,non-restrictive,mascara,,,False
subject-16,18,The woman will play the piano,restrictive,piano,,,False
subject-16,19,The policeman will arrest the man,restrictive,man,,,False
subject-16,20,The man will wipe the safe,non-restrictive,safe,,,False
subject-16,21,The woman will move the flower,non-restrictive,flower,,,False
subject-16,22,The man will  move the wood,non-restrictive,wood,,,False
subject-16,23,The chef will clean the bread,non-restrictive,bread,,,False
subject-16,24,The boy will eat the cake,restrictive,cake,,,False
subject-16,25,The girl will button the blouse,restrictive,blouse,,,False
subject-16,26,The woman will open the book,non-restrictive,book,,,False
subject-16,27,The businessman will  forget the hat,non-restrictive,hat,,,False
subject-16,28,The woman will brew the beer,restrictive,beer,,,False
subject-16,29,The child will inflate the balloon,restrictive,balloon,,,False
subject-16,30,The cat will drink the milk,restrictive,milk,milk,0.5656,True
subject-16,31,The girl will hold the scarf,non-restrictive,scarf,,,False
subject-16,32,The woman will wear the dress,restrictive,dress,,,False
subject-16,33,The man will  collect the cigarettes,non-restrictive,cigarettes,,,False
subject-16,34,The woman will try the wine,non-restrictive,wine,,,False
subject-16,35,The chef will carry the carrot,non-restrictive,carrot,carrot,0.5677,True
subject-16,37,The man will sail the boat,restrictive,boat,,,False
subject-16,38,The man will move the canvas,non-restrictive,canvas,,,False
subject-16,39,The woman will touch the baby,non-restrictive,baby,,,False
subject-16,40,The woman will tie the apron,restrictive,apron,,,False
subject-16,41,The woman will blow out the candle,restrictive,candle,,,False
subject-16,42,The girl will roll the dice,restrictive,dice,,,False
subject-16,43,The boy will bounce the ball,restrictive,ball,shuttle-cock,0.6229,False
subject-16,44,The woman will sew the shirt,restrictive,shirt,,,False
subject-16,45,The man will repair the washing machine,restrictive,washing-machine,,,False
subject-16,46,The boy will move the shoelace,non-restrictive,shoelace,,,False
subject-16,47,The boy will move the orange,non-restrictive,orange,,,False
subject-16,48,The girl will move the carpet,non-restrictive,carpet,,,False
subject-16,49,The girl will zip the coat,restrictive,coat,,,False
subject-17,0,The kid will stack the lego,non-restrictive,lego,subject,0.6263,False
subject-17,1,The woman will bathe the baby,restrictive,baby,subject,0.1074,False
subject-17,2,The baby will ring the bell,restrictive,bell,subject,0.3068,False
subject-17,3,The child will carry the balloon,non-restrictive,balloon,,,False
subject-17,4,The woman will read the book,restrictive,book,subject,0.0805,False
subject-17,5,The boy will squeeze the orange,restrictive,orange,,,False
subject-17,6,The boy will move the radio,non-restrictive,radio,elsewhere,0.0301,False
subject-17,7,The woman will open the bottle,restrictive,bottle,,,False
subject-17,8,The girl will grab the dice,non-restrictive,dice,,,False
subject-17,9,The baker will inspect the dough,non-restrictive,dough,subject,0.0108,False
subject-17,10,The boy will peel the banana,restrictive,banana,marker,0.2412,False
subject-17,11,The businessman will wear the hat,restrictive,hat,,,False
subject-17,12,The girl will lift the rabbit,non-restrictive,rabbit,,,False
subject-17,13,The boy will dim the lamp,restrictive,lamp,subject,0.0058,False
subject-17,14,The baby will grab the kitten,non-restrictive,kitten,subject,0.0056,False
subject-17,15,The girl will hold the blouse,non-restrictive,blouse,elsewhere,0.2896,False
subject-17,16,The boy will feed the dog,non-restrictive,dog,,,False
subject-17,17,The boy will unzip the suitcase,restrictive,suitcase,elsewhere,0.2644,False
subject-17,18,The man will wipe the washing machine,non-restrictive,washing-machine,elsewhere,1.1486,False
subject-17,19,The man will lick the stamp,restrictive,stamp,,,False
subject-17,20,The woman will carry the apron,non-restrictive,apron,subject,0.0097,False
subject-17,21,The chef will slice the bread,restrictive,bread,,,False
subject-17,22,The grandmother will read the newspaper,restrictive,newspaper,elsewhere,0.0188,False
subject-17,23,The woman will carry the beer,non-restrictive,beer,biscuit,0.1647,False
subject-17,24,The hiker will climb the mountain,restrictive,mountain,mountain,0.1744,True
subject-17,25,The woman will dust the piano,non-restrictive,piano,,,False
subject-17,26,The boy will throw the ball,non-restrictive,ball,elsewhere,0.1246,False
subject-17,27,The chef will grate the carrot,restrictive,carrot,elsewhere,0.2372,False
subject-17,28,The woman will wash the shirt,non-restrictive,shirt,elsewhere,0.3364,False
subject-17,29,The musician will move the violin,non-restrictive,violin,,,False
subject-17,30,The man will paint the canvas,restrictive,canvas,subject,0.0124,False
subject-17,31,The man will chop the wood,restrictive,wood,wood,0.0787,True
subject-17,32,The girl will apply the mascara,restrictive,mascara,subject,0.092,False
subject-17,33,The housewife will  wash the mushrooms,non-restrictive,mushrooms,subject,0.4825,False
subject-17,34,The girl will vacuum the carpet,restrictive,carpet,subject,0.3355,False
subject-17,35,The man will watch the boat,non-restrictive,boat,,,False
subject-17,36,The cat will push the milk,non-restrictive,milk,elsewhere,0.5493,False
subject-17,37,The girl will knit the scarf,restrictive,scarf,,,False
subject-17,38,The woman will water the flower,restrictive,flower,subject,0.125,False
subject-17,39,The girl will hang the coat,non-restrictive,coat,,,False
subject-17,40,The woman will drink the wine,restrictive,wine,,,False
subject-17,41,The man will smoke the cigarettes,restrictive,cigarettes,cigarettes,0.1781,True
subject-17,42,The policeman will search the man,non-restrictive,man,,,False
subject-17,43,The doctor will inject the child,restrictive,child,,,False
subject-17,44,The boy will tie the shoelace,restrictive,shoelace,,,False
subject-17,45,The boy will move the cake,non-restrictive,cake,toy-car,0.4342,False
subject-17,46,The woman will blow grab the candle,non-restrictive,candle,elsewhere,0.162,False
subject-17,47,The man will lock the safe,restrictive,safe,bolt,0.0583,False
subject-17,48,The boy will touch the football,non-restrictive,football,elsewhere,0.3136,False
subject-17,49,The woman will  carry the dress,non-restrictive,dress,ribbon,0.1704,False
subject-18,0,The boy will walk the dog,restrictive,dog,,,False
subject-18,1,The girl will zip the coat,restrictive,coat,,,False
subject-18,2,The boy will bounce the ball,restrictive,ball,,,False
subject-18,3,The boy will move the shoelace,non-restrictive,shoelace,,,False
subject-18,4,The chef will clean the bread,non-restrictive,bread,,,False
subject-18,5,The man will sail the boat,restrictive,boat,,,False
subject-18,6,The woman will brew the beer,restrictive,beer,,,False
subject-18,7,The cat will drink the milk,restrictive,milk,elsewhere,0.3581,False
subject-18,8,The chef will carry the carrot,non-restrictive,carrot,,,False
subject-18,9,The businessman will  forget the hat,non-restrictive,hat,subject,0.1129,False
subject-18,10,The boy will move the orange,non-restrictive,orange,,,False
subject-18,11,The man will move the canvas,non-restrictive,canvas,,,False
subject-18,12,The baker will knead the dough,restrictive,dough,,,False
subject-18,13,The man will pick up the stamp,non-restrictive,stamp,stamp,0.6422,True
subject-18,14,The woman will try the wine,non-restrictive,wine,,,False
subject-18,15,The musician will tune the violin,restrictive,violin,,,False
subject-18,16,The woman will move the flower,non-restrictive,flower,,,False
subject-18,17,The man will repair the washing machine,restrictive,washing-machine,subject,0.5303,False
subject-18,18,The woman will play the piano,restrictive,piano,,,False
subject-18,19,The woman will blow out the candle,restrictive,candle,,,False
subject-18,20,The boy will touch the lamp,non-restrictive,lamp,,,False
subject-18,21,The hiker will photograph the mountain,non-restrictive,mountain,,,False
subject-18,22,The man will  move the wood,non-restrictive,wood,,,False
subject-18,23,The boy will eat the cake,restrictive,cake,,,False
subject-18,24,The woman will sew the shirt,restrictive,shirt,,,False
subject-18,25,The grandmother will eadturn the newspaper,non-restrictive,newspaper,elsewhere,0.3219,False
subject-18,26,The girl will button the blouse,restrictive,blouse,,,False
subject-18,27,The boy will kick the football,restrictive,football,,,False
subject-18,28,The kid will build the lego,restrictive,lego,,,False
subject-18,29,The baby will kick the bell,non-restrictive,bell,,,False
subject-18,30,The boy will open the suitcase,non-restrictive,suitcase,,,False
subject-18,31,The girl will roll the dice,restrictive,dice,,,False
subject-18,32,The girl will move the carpet,non-restrictive,carpet,,,False
subject-18,33,The boy will move the banana,non-restrictive,banana,,,False
subject-18,34,The woman will touch the baby,non-restrictive,baby,,,False
subject-18,35,The housewife will fry the mushrooms,restrictive,mushrooms,,,False
subject-18,36,The woman will tie the apron,restrictive,apron,subject,0.339,False
subject-18,37,The man will wipe the safe,non-restrictive,safe,,,False
subject-18,38,The woman will open the book,non-restrictive,book,,,False
subject-18,40,The policeman will arrest the man,restrictive,man,,,False
subject-18,41,The man will  collect the cigarettes,non-restrictive,cigarettes,subject,0.6611,False
subject-18,42,The doctor will check the child,non-restrictive,child,,,False
subject-18,43,The woman will wear the dress,restrictive,dress,,,False
subject-18,44,The child will inflate the balloon,restrictive,balloon,,,False
subject-18,45,The girl will hold the scarf,non-restrictive,scarf,subject,0.0897,False
subject-18,46,The girl will groom the rabbit,restrictive,rabbit,,,False
subject-18,47,The girl will squeeze the mascara,non-restrictive,mascara,subject,0.0022,False
subject-18,48,The woman will examine the bottle,non-restrictive,bottle,,,False
subject-18,49,The baby will hug the kitten,restrictive,kitten,,,False
subject-19,0,The child will carry the balloon,non-restrictive,balloon,,,False
subject-19,1,The woman will open the bottle,restrictive,bottle,,,False
subject-19,2,The girl will knit the scarf,restrictive,scarf,,,False
subject-19,3,The girl will hold the blouse,non-restrictive,blouse,,,False
subject-19,4,The kid will stack the lego,non-restrictive,lego,subject,0.0302,False
subject-19,5,The girl will apply the mascara,restrictive,mascara,subject,0.6681,False
subject-19,6,The boy will unzip the suitcase,restrictive,suitcase,elsewhere,0.6058,False
subject-19,7,The boy will peel the banana,restrictive,banana,,,False
subject-19,8,The baker will inspect the dough,non-restrictive,dough,dough,0.3527,True
subject-19,9,The hiker will climb the mountain,restrictive,mountain,mountain,0.3416,True
subject-19,10,The boy will dim the lamp,restrictive,lamp,,,False
subject-19,11,The grandmother will read the newspaper,restrictive,newspaper,,,False
subject-19,12,The man will chop the wood,restrictive,wood,,,False
subject-19,13,The housewife will  wash the mushrooms,non-restrictive,mushrooms,,,False
subject-19,14,The baby will ring the bell,restrictive,bell,,,False
subject-19,15,The baby will grab the kitten,non-restrictive,kitten,,,False
subject-19,16,The woman will wash the shirt,non-restrictive,shirt,subject,0.2023,False
subject-19,17,The musician will move the violin,non-restrictive,violin,bow,0.3401,False
subject-19,18,The woman will  carry the dress,non-restrictive,dress,,,False
subject-19,19,The chef will slice the bread,restrictive,bread,,,False
subject-19,20,The boy will touch the football,non-restrictive,football,,,False
subject-19,21,The boy will squeeze the orange,restrictive,orange,subject,0.6403,False
subject-19,22,The boy will tie the shoelace,restrictive,shoelace,,,False
subject-19,23,The boy will throw the ball,non-restrictive,ball,,,False
subject-19,24,The girl will hang the coat,non-restrictive,coat,,,False
subject-19,25,The businessman will wear the hat,restrictive,hat,,,False
subject-19,26,The man will smoke the cigarettes,restrictive,cigarettes,cigarettes,0.4994,True
subject-19,27,The man will watch the boat,non-restrictive,boat,subject,0.4674,False
subject-19,28,The chef will grate the carrot,restrictive,carrot,subject,0.0431,False
subject-19,29,The woman will blow grab the candle,non-restrictive,candle,subject,0.4433,False
subject-19,30,The man will paint the canvas,restrictive,canvas,,,False
subject-19,31,The woman will carry the apron,non-restrictive,apron,apron,0.03,True
subject-19,32,The woman will bathe the baby,restrictive,baby,,,False
subject-19,33,The policeman will search the man,non-restrictive,man,,,False
subject-19,34,The boy will move the radio,non-restrictive,radio,,,False
subject-19,35,The girl will vacuum the carpet,restrictive,carpet,subject,0.081,False
subject-19,36,The man will wipe the washing machine,non-restrictive,washing-machine,,,False
subject-19,37,The woman will drink the wine,restrictive,wine,subject,0.2437,False
subject-19,38,The woman will water the flower,restrictive,flower,,,False
subject-19,39,The girl will grab the dice,non-restrictive,dice,subject,0.2239,False
subject-19,40,The cat will push the milk,non-restrictive,milk,,,False
subject-19,41,The woman will carry the beer,non-restrictive,beer,elsewhere,0.0707,False
subject-19,42,The girl will lift the rabbit,non-restrictive,rabbit,,,False
subject-19,43,The woman will read the book,restrictive,book,,,False
subject-19,44,The woman will dust the piano,non-restrictive,piano,,,False
subject-19,45,The man will lick the stamp,restrictive,stamp,,,False
subject-19,46,The boy will feed the dog,non-restrictive,dog,subject,0.0151,False
subject-19,47,The boy will move the cake,non-restrictive,cake,subject,0.0262,False
subject-19,48,The doctor will inject the child,restrictive,child,,,False
subject-19,49,The man will lock the safe,restrictive,safe,,,False
subject-20,0,The woman will touch the baby,non-restrictive,baby,,,False
subject-20,1,The man will repair the washing machine,restrictive,washing-machine,elsewhere,1.1331,False
subject-20,2,The cat will drink the milk,restrictive,milk,,,False
subject-20,3,The housewife will fry the mushrooms,restrictive,mushrooms,,,False
subject-20,4,The woman will move the flower,non-restrictive,flower,,,False
subject-20,5,The man will sail the boat,restrictive,boat,,,False
subject-20,6,The hiker will photograph the mountain,non-restrictive,mountain,elsewhere,0.7911,False
subject-20,7,The baby will kick the bell,non-restrictive,bell,,,False
subject-20,8,The woman will sew the shirt,restrictive,shirt,,,False
subject-20,9,The girl will hold the scarf,non-restrictive,scarf,,,False
subject-20,10,The man will pick up the stamp,non-restrictive,stamp,,,False
subject-20,11,The boy will eat the cake,restrictive,cake,,,False
subject-20,12,The boy will bounce the ball,restrictive,ball,,,False
subject-20,13,The kid will build the lego,restrictive,lego,,,False
subject-20,14,The girl will zip the coat,restrictive,coat,,,False
subject-20,15,The boy will move the orange,non-restrictive,orange,subject,0.0475,False
subject-20,16,The musician will tune the violin,restrictive,violin,,,False
subject-20,17,The woman will blow out the candle,restrictive,candle,,,False
subject-20,18,The girl will button the blouse,restrictive,blouse,,,False
subject-20,19,The woman will open the book,non-restrictive,book,,,False
subject-20,21,The boy will kick the football,restrictive,football,,,False
subject-20,22,The man will wipe the safe,non-restrictive,safe,,,False
subject-20,23,The woman will examine the bottle,non-restrictive,bottle,,,False
subject-20,24,The man will move the canvas,non-restrictive,canvas,,,False
subject-20,25,The woman will try the wine,non-restrictive,wine,,,False
subject-20,26,The child will inflate the balloon,restrictive,balloon,,,False
subject-20,27,The girl will move the carpet,non-restrictive,carpet,,,False
subject-20,28,The grandmother will eadturn the newspaper,non-restrictive,newspaper,,,False
subject-20,29,The chef will carry the carrot,non-restrictive,carrot,,,False
subject-20,30,The girl will roll the dice,restrictive,dice,,,False
subject-20,31,The chef will clean the bread,non-restrictive,bread,,,False
subject-20,32,The boy will open the suitcase,non-restrictive,suitcase,,,False
subject-20,33,The woman will play the piano,restrictive,piano,,,False
subject-20,34,The businessman will  forget the hat,non-restrictive,hat,folder,0.0056,False
subject-20,35,The policeman will arrest the man,restrictive,man,subject,0.2002,False
subject-20,36,The baker will knead the dough,restrictive,dough,,,False
subject-20,37,The man will  move the wood,non-restrictive,wood,subject,0.4786,False
subject-20,38,The boy will touch the lamp,non-restrictive,lamp,,,False
subject-20,39,The woman will brew the beer,restrictive,beer,,,False
subject-20,40,The boy will move the banana,non-restrictive,banana,,,False
subject-20,41,The girl will groom the rabbit,restrictive,rabbit,,,False
subject-20,42,The baby will hug the kitten,restrictive,kitten,,,False
subject-20,43,The boy will move the shoelace,non-restrictive,shoelace,,,False
subject-20,44,The doctor will check the child,non-restrictive,child,,,False
subject-20,45,The man will  collect the cigarettes,non-restrictive,cigarettes,,,False
subject-20,46,The boy will walk the dog,restrictive,dog,,,False
subject-20,47,The woman will tie the apron,restrictive,apron,,,False
subject-20,48,The girl will squeeze the mascara,non-restrictive,mascara,,,False
subject-20,49,The woman will wear the dress,restrictive,dress,,,False
subject-21,0,The policeman will search the man,non-restrictive,man,subject,0.1538,False
subject-21,1,The woman will drink the wine,restrictive,wine,,,False
subject-21,2,The musician will move the violin,non-restrictive,violin,,,False
subject-21,3,The kid will stack the lego,non-restrictive,lego,,,False
subject-21,4,The grandmother will read the newspaper,restrictive,newspaper,,,False
subject-21,5,The baby will ring the bell,restrictive,bell,,,False
subject-21,6,The woman will  carry the dress,non-restrictive,dress,,,False
subject-21,7,The girl will grab the dice,non-restrictive,dice,,,False
subject-21,8,The boy will move the cake,non-restrictive,cake,,,False
subject-21,9,The woman will water the flower,restrictive,flower,elsewhere,0.1449,False
subject-21,10,The man will wipe the washing machine,non-restrictive,washing-machine,subject,0.9677,False
subject-21,11,The man will lick the stamp,restrictive,stamp,,,False
subject-21,12,The boy will throw the ball,non-restrictive,ball,,,False
subject-21,13,The boy will touch the football,non-restrictive,football,subject,0.1464,False
subject-21,14,The woman will bathe the baby,restrictive,baby,,,False
subject-21,15,The boy will tie the shoelace,restrictive,shoelace,,,False
subject-21,16,The housewife will  wash the mushrooms,non-restrictive,mushrooms,,,False
subject-21,17,The chef will slice the bread,restrictive,bread,,,False
subject-21,18,The boy will squeeze the orange,restrictive,orange,,,False
subject-21,19,The girl will hold the blouse,non-restrictive,blouse,,,False
subject-21,20,The man will smoke the cigarettes,restrictive,cigarettes,,,False
subject-21,21,The boy will unzip the suitcase,restrictive,suitcase,,,False
subject-21,22,The boy will peel the banana,restrictive,banana,,,False
subject-21,23,The girl will knit the scarf,restrictive,scarf,subject,0.4057,False
subject-21,24,The cat will push the milk,non-restrictive,milk,elsewhere,0.0668,False
subject-21,25,The man will lock the safe,restrictive,safe,pan,0.052,False
subject-21,26,The baby will grab the kitten,non-restrictive,kitten,subject,0.5218,False
subject-21,27,The boy will dim the lamp,restrictive,lamp,,,False
subject-21,28,The woman will read the book,restrictive,book,,,False
subject-21,29,The businessman will wear the hat,restrictive,hat,,,False
subject-21,30,The girl will lift the rabbit,non-restrictive,rabbit,,,False
subject-21,31,The boy will feed the dog,non-restrictive,dog,,,False
subject-21,32,The woman will blow grab the candle,non-restrictive,candle,,,False
subject-21,33,The woman will carry the apron,non-restrictive,apron,,,False
subject-21,34,The woman will wash the shirt,non-restrictive,shirt,subject,0.2089,False
subject-21,35,The man will paint the canvas,restrictive,canvas,,,False
subject-21,36,The girl will hang the coat,non-restrictive,coat,hook,0.4979,False
subject-21,37,The woman will open the bottle,restrictive,bottle,subject,0.3449,False
subject-21,38,The doctor will inject the child,restrictive,child,microscope,0.325,False
subject-21,39,The man will chop the wood,restrictive,wood,elsewhere,0.5404,False
subject-21,40,The woman will dust the piano,non-restrictive,piano,,,False
subject-21,41,The chef will grate the carrot,restrictive,carrot,,,False
subject-21,42,The boy will move the radio,non-restrictive,radio,subject,0.003,False
subject-21,43,The baker will inspect the dough,non-restrictive,dough,elsewhere,0.6946,False
subject-21,44,The girl will vacuum the carpet,restrictive,carpet,subject,0.7036,False
subject-21,45,The child will carry the balloon,non-restrictive,balloon,pouch,0.0226,False
subject-21,46,The hiker will climb the mountain,restrictive,mountain,moon,0.2616,False
subject-21,47,The girl will apply the mascara,restrictive,mascara,,,False
subject-21,48,The woman will carry the beer,non-restrictive,beer,subject,0.0911,False
subject-21,49,The man will watch the boat,non-restrictive,boat,,,False
subject-22,0,The chef will carry the carrot,non-restrictive,carrot,,,False
subject-22,1,The doctor will check the child,non-restrictive,child,microscope,0.1287,False
subject-22,2,The grandmother will eadturn the newspaper,non-restrictive,newspaper,,,False
subject-22,3,The woman will tie the apron,restrictive,apron,,,False
subject-22,4,The housewife will fry the mushrooms,restrictive,mushrooms,,,False
subject-22,5,The man will pick up the stamp,non-restrictive,stamp,,,False
subject-22,6,The hiker will photograph the mountain,non-restrictive,mountain,,,False
subject-22,7,The woman will examine the bottle,non-restrictive,bottle,,,False
subject-22,8,The baby will hug the kitten,restrictive,kitten,,,False
subject-22,9,The man will move the canvas,non-restrictive,canvas,subject,0.0236,False
subject-22,10,The girl will move the carpet,non-restrictive,carpet,,,False
subject-22,11,The baker will knead the dough,restrictive,dough,,,False
subject-22,12,The boy will eat the cake,restrictive,cake,,,False
subject-22,13,The boy will move the banana,non-restrictive,banana,,,False
subject-22,14,The woman will blow out the candle,restrictive,candle,,,False
subject-22,15,The woman will move the flower,non-restrictive,flower,,,False
subject-22,16,The boy will kick the football,restrictive,football,,,False
subject-22,17,The boy will move the shoelace,non-restrictive,shoelace,subject,0.0667,False
subject-22,19,The woman will try the wine,non-restrictive,wine,,,False
subject-22,20,The kid will build the lego,restrictive,lego,,,False
subject-22,21,The girl will zip the coat,restrictive,coat,,,False
subject-22,22,The businessman will  forget the hat,non-restrictive,hat,,,False
subject-22,23,The woman will wear the dress,restrictive,dress,,,False
subject-22,24,The man will  move the wood,non-restrictive,wood,,,False
subject-22,25,The boy will walk the dog,restrictive,dog,,,False
subject-22,26,The girl will hold the scarf,non-restrictive,scarf,subject,0.2637,False
subject-22,27,The boy will open the suitcase,non-restrictive,suitcase,,,False
subject-22,28,The girl will roll the dice,restrictive,dice,,,False
subject-22,29,The girl will groom the rabbit,restrictive,rabbit,,,False
subject-22,30,The man will repair the washing machine,restrictive,washing-machine,,,False
subject-22,31,The chef will clean the bread,non-restrictive,bread,,,False
subject-22,32,The man will sail the boat,restrictive,boat,,,False
subject-22,33,The girl will button the blouse,restrictive,blouse,,,False
subject-22,34,The woman will touch the baby,non-restrictive,baby,,,False
subject-22,35,The musician will tune the violin,restrictive,violin,subject,0.2776,False
subject-22,36,The woman will play the piano,restrictive,piano,,,False
subject-22,37,The boy will touch the lamp,non-restrictive,lamp,,,False
subject-22,38,The woman will open the book,non-restrictive,book,,,False
subject-22,39,The woman will sew the shirt,restrictive,shirt,,,False
subject-22,40,The policeman will arrest the man,restrictive,man,,,False
subject-22,41,The man will  collect the cigarettes,non-restrictive,cigarettes,cigarettes,0.5274,True
subject-22,42,The child will inflate the balloon,restrictive,balloon,,,False
subject-22,43,The baby will kick the bell,non-restrictive,bell,,,False
subject-22,44,The boy will move the orange,non-restrictive,orange,,,False
subject-22,45,The man will wipe the safe,non-restrictive,safe,,,False
subject-22,46,The boy will bounce the ball,restrictive,ball,,,False
subject-22,47,The girl will squeeze the mascara,non-restrictive,mascara,elsewhere,0.5645,False
subject-22,48,The cat will drink the milk,restrictive,milk,,,False
subject-22,49,The woman will brew the beer,restrictive,beer,,,False
subject-23,0,The girl will lift the rabbit,non-restrictive,rabbit,elsewhere,0.5504,False
subject-23,1,The woman will bathe the baby,restrictive,baby,subject,0.275,False
subject-23,2,The housewife will  wash the mushrooms,non-restrictive,mushrooms,subject,0.0466,False
subject-23,3,The baker will inspect the dough,non-restrictive,dough,elsewhere,0.0245,False
subject-23,4,The woman will read the book,restrictive,book,,,False
subject-23,5,The baby will ring the bell,restrictive,bell,elsewhere,0.1592,False
subject-23,6,The boy will touch the football,non-restrictive,football,,,False
subject-23,7,The woman will wash the shirt,non-restrictive,shirt,elsewhere,0.4034,False
subject-23,8,The girl will knit the scarf,restrictive,scarf,elsewhere,0.2855,False
subject-23,9,The musician will move the violin,non-restrictive,violin,elsewhere,0.2326,False
subject-23,10,The woman will blow grab the candle,non-restrictive,candle,elsewhere,0.2894,False
subject-23,11,The doctor will inject the child,restrictive,child,subject,0.305,False
subject-23,12,The boy will squeeze the orange,restrictive,orange,elsewhere,0.0173,False
subject-23,13,The girl will vacuum the carpet,restrictive,carpet,,,False
subject-23,14,The man will wipe the washing machine,non-restrictive,washing-machine,elsewhere,1.0615,False
subject-23,15,The boy will move the radio,non-restrictive,radio,subject,0.4857,False
subject-23,16,The grandmother will read the newspaper,restrictive,newspaper,,,False
subject-23,17,The man will lick the stamp,restrictive,stamp,elsewhere,0.3667,False
subject-23,18,The boy will unzip the suitcase,restrictive,suitcase,envelope,0.2041,False
subject-23,19,The woman will water the flower,restrictive,flower,,,False
subject-23,20,The girl will hang the coat,non-restrictive,coat,elsewhere,0.4843,False
subject-23,21,The woman will drink the wine,restrictive,wine,elsewhere,0.4709,False
subject-23,22,The woman will  carry the dress,non-restrictive,dress,,,False
subject-23,23,The chef will grate the carrot,restrictive,carrot,,,False
subject-23,24,The man will paint the canvas,restrictive,canvas,,,False
subject-23,25,The woman will carry the beer,non-restrictive,beer,elsewhere,0.3189,False
subject-23,26,The baby will grab the kitten,non-restrictive,kitten,,,False
subject-23,27,The boy will throw the ball,non-restrictive,ball,elsewhere,0.4731,False
subject-23,28,The man will smoke the cigarettes,restrictive,cigarettes,,,False
subject-23,29,The hiker will climb the mountain,restrictive,mountain,elsewhere,0.2615,False
subject-23,30,The businessman will wear the hat,restrictive,hat,wallet,0.435,False
subject-23,31,The child will carry the balloon,non-restrictive,balloon,flag,0.1564,False
subject-23,32,The cat will push the milk,non-restrictive,milk,elsewhere,0.047,False
subject-23,33,The boy will peel the banana,restrictive,banana,subject,0.4284,False
subject-23,34,The woman will dust the piano,non-restrictive,piano,,,False
subject-23,35,The boy will tie the shoelace,restrictive,shoelace,,,False
subject-23,36,The chef will slice the bread,restrictive,bread,elsewhere,0.3387,False
subject-23,37,The man will chop the wood,restrictive,wood,elsewhere,0.3062,False
subject-23,38,The boy will dim the lamp,restrictive,lamp,,,False
subject-23,39,The man will watch the boat,non-restrictive,boat,subject,0.2125,False
subject-23,40,The woman will carry the apron,non-restrictive,apron,broom,0.4184,False
