subject_id,trial,sentence_id,condition,sentence,target_position,n_saccades_detected,n_saccades_after_verb_onset,first_saccade_latency_s,first_saccade_duration_s,first_saccade_peak_vel_deg_s,first_saccade_landing_aoi,first_saccade_is_target,first_saccade_is_object,saccade_prop_pos1,saccade_prop_pos2,saccade_prop_pos3,saccade_prop_pos4,saccade_prop_target,n_saccades_landed_critical_window,target_object,first_saccade_chosen_object
subject-5,32,43,restrictive,The man will lock the safe,2,10,0,,,,,,,,,,,,0,safe,
subject-5,33,13,restrictive,The man will smoke the cigarettes,4,8,0,,,,,,,,,,,,0,cigarettes,
subject-5,34,15,restrictive,The businessman will wear the hat,2,12,0,,,,,,,,,,,,0,hat,
subject-5,35,38,non-restrictive,The woman will carry the apron,1,10,0,,,,,,,,,,,,0,apron,
subject-5,36,33,restrictive,The boy will unzip the suitcase,4,12,0,,,,,,,,,,,,0,suitcase,
subject-5,37,49,restrictive,The man will lick the stamp,4,9,0,,,,,,,,,,,,0,stamp,
subject-5,38,0,non-restrictive,The boy will move the cake,3,9,0,,,,,,,,,,,,0,cake,
subject-5,39,12,non-restrictive,The man will watch the boat,3,9,0,,,,,,,,,,,,0,boat,
subject-5,40,28,non-restrictive,The cat will push the milk,3,14,1,0.3417,0.0465,372.3,elsewhere,False,False,,,,,,1,milk,elsewhere
subject-5,41,25,restrictive,The man will paint the canvas,4,12,0,,,,,,,,,,,,0,canvas,
subject-5,42,35,restrictive,The girl will apply the mascara,2,9,0,,,,,,,,,,,,0,mascara,
subject-5,43,2,non-restrictive,The policeman will search the man,1,7,0,,,,,,,,,,,,0,man,
subject-5,44,30,non-restrictive,The girl will grab the dice,1,15,0,,,,,,,,,,,,0,dice,
subject-5,45,27,restrictive,The boy will dim the lamp,2,12,0,,,,,,,,,,,,0,lamp,
subject-5,46,24,non-restrictive,The girl will lift the rabbit,3,12,0,,,,,,,,,,,,0,rabbit,
subject-5,47,11,restrictive,The baby will ring the bell,2,7,0,,,,,,,,,,,,0,bell,
subject-5,48,22,non-restrictive,The girl will hang the coat,1,14,0,,,,,,,,,,,,0,coat,
subject-5,49,16,non-restrictive,The woman will  carry the dress,3,13,2,0.1236,0.0466,207.9,elsewhere,False,False,0.0,1.0,0.0,0.0,0.0,2,dress,elsewhere
subject-6,0,40,restrictive,The girl will button the blouse,4,14,0,,,,,,,,,,,,0,blouse,
subject-6,1,30,restrictive,The girl will roll the dice,2,9,1,0.5431,0.0334,452.7,pos1,False,True,,,,,,0,dice,headphones
subject-6,2,9,non-restrictive,The woman will open the book,1,10,0,,,,,,,,,,,,0,book,
subject-6,3,29,non-restrictive,The grandmother will eadturn the newspaper,1,10,1,0.3419,0.0538,574.8,elsewhere,False,False,,,,,,1,newspaper,elsewhere
subject-6,4,10,restrictive,The man will repair the washing machine,2,11,2,1.0057,0.0335,539.2,elsewhere,False,False,0.0,1.0,0.0,0.0,1.0,2,washing-machine,elsewhere
subject-6,5,37,non-restrictive,The boy will move the banana,1,3,0,,,,,,,,,,,,0,banana,
subject-6,6,6,restrictive,The housewife will fry the mushrooms,2,11,0,,,,,,,,,,,,0,mushrooms,
subject-6,7,22,restrictive,The girl will zip the coat,2,8,0,,,,,,,,,,,,0,coat,
subject-6,8,49,non-restrictive,The man will pick up the stamp,1,7,0,,,,,,,,,,,,0,stamp,
subject-6,9,11,non-restrictive,The baby will kick the bell,3,10,1,0.423,0.0136,749.5,subject,False,False,,,,,,1,bell,subject
subject-6,10,33,non-restrictive,The boy will open the suitcase,1,5,0,,,,,,,,,,,,0,suitcase,
subject-6,11,3,non-restrictive,The woman will touch the baby,3,8,0,,,,,,,,,,,,0,baby,
subject-6,12,41,non-restrictive,The boy will move the orange,1,7,0,,,,,,,,,,,,0,orange,
subject-6,14,44,restrictive,The baker will knead the dough,4,7,0,,,,,,,,,,,,0,dough,
subject-6,15,35,non-restrictive,The girl will squeeze the mascara,3,15,6,0.3839,0.0136,328.1,subject,False,False,,,,,,6,mascara,subject
subject-6,16,20,restrictive,The baby will hug the kitten,4,11,5,0.0411,0.0135,294.4,subject,False,False,,,,,,5,kitten,subject
subject-6,17,1,non-restrictive,The woman will try the wine,1,6,0,,,,,,,,,,,,0,wine,
subject-6,18,47,non-restrictive,The girl will move the carpet,3,6,0,,,,,,,,,,,,0,carpet,
subject-6,19,46,restrictive,The musician will tune the violin,2,8,0,,,,,,,,,,,,0,violin,
subject-6,20,25,non-restrictive,The man will move the canvas,1,10,0,,,,,,,,,,,,0,canvas,
subject-6,21,48,restrictive,The child will inflate the balloon,4,8,0,,,,,,,,,,,,0,balloon,
subject-6,22,15,non-restrictive,The businessman will  forget the hat,3,10,1,0.1461,0.0335,357.0,subject,False,False,,,,,,1,hat,subject
subject-6,23,28,restrictive,The cat will drink the milk,4,9,0,,,,,,,,,,,,0,milk,
subject-6,24,42,restrictive,The woman will sew the shirt,2,10,0,,,,,,,,,,,,0,shirt,
subject-6,25,4,restrictive,The boy will bounce the ball,4,7,0,,,,,,,,,,,,0,ball,
subject-6,26,8,restrictive,The woman will play the piano,4,5,0,,,,,,,,,,,,0,piano,
subject-6,27,13,non-restrictive,The man will  collect the cigarettes,1,2,0,,,,,,,,,,,,0,cigarettes,
subject-6,28,12,restrictive,The man will sail the boat,4,6,0,,,,,,,,,,,,0,boat,
subject-6,29,0,restrictive,The boy will eat the cake,4,5,0,,,,,,,,,,,,0,cake,
subject-6,30,45,non-restrictive,The chef will carry the carrot,1,9,0,,,,,,,,,,,,0,carrot,
subject-6,31,19,non-restrictive,The chef will clean the bread,3,7,1,0.1598,0.0469,417.0,elsewhere,False,False,,,,,,1,bread,elsewhere
subject-6,32,43,non-restrictive,The man will wipe the safe,3,5,0,,,,,,,,,,,,0,safe,
subject-6,33,17,non-restrictive,The man will  move the wood,1,7,0,,,,,,,,,,,,0,wood,
subject-6,34,26,restrictive,The woman will blow out the candle,2,9,0,,,,,,,,,,,,0,candle,
subject-6,35,5,non-restrictive,The hiker will photograph the mountain,1,7,0,,,,,,,,,,,,0,mountain,
subject-6,36,24,restrictive,The girl will groom the rabbit,4,5,0,,,,,,,,,,,,0,rabbit,
subject-6,37,36,restrictive,The kid will build the lego,4,9,0,,,,,,,,,,,,0,lego,
subject-6,38,16,restrictive,The woman will wear the dress,4,4,0,,,,,,,,,,,,0,dress,
subject-6,39,18,restrictive,The boy will kick the football,2,4,0,,,,,,,,,,,,0,football,
subject-6,40,14,restrictive,The boy will walk the dog,2,6,0,,,,,,,,,,,,0,dog,
subject-6,41,21,non-restrictive,The woman will move the flower,1,4,0,,,,,,,,,,,,0,flower,
subject-6,42,31,non-restrictive,The woman will examine the bottle,3,4,0,,,,,,,,,,,,0,bottle,
subject-6,43,39,non-restrictive,The boy will move the shoelace,3,6,0,,,,,,,,,,,,0,shoelace,
subject-6,44,23,non-restrictive,The girl will hold the scarf,3,6,0,,,,,,,,,,,,0,scarf,
subject-6,45,32,restrictive,The woman will brew the beer,4,8,0,,,,,,,,,,,,0,beer,
subject-6,46,2,restrictive,The policeman will arrest the man,2,12,0,,,,,,,,,,,,0,man,
subject-6,47,27,non-restrictive,The boy will touch the lamp,3,8,0,,,,,,,,,,,,0,lamp,
subject-6,48,38,restrictive,The woman will tie the apron,2,8,0,,,,,,,,,,,,0,apron,
subject-6,49,7,non-restrictive,The doctor will check the child,3,9,0,,,,,,,,,,,,0,child,
subject-13,0,11,restrictive,The baby will ring the bell,2,7,0,,,,,,,,,,,,1,bell,
subject-13,1,2,non-restrictive,The policeman will search the man,1,4,0,,,,,,,,,,,,0,man,
subject-13,2,33,restrictive,The boy will unzip the suitcase,4,3,0,,,,,,,,,,,,0,suitcase,
subject-13,3,30,non-restrictive,The girl will grab the dice,1,3,0,,,,,,,,,,,,0,dice,
subject-13,4,15,restrictive,The businessman will wear the hat,2,9,0,,,,,,,,,,,,0,hat,
subject-13,5,38,non-restrictive,The woman will carry the apron,1,8,2,0.0499,0.0738,268.3,pos1,True,True,1.0,0.0,0.0,0.0,1.0,2,apron,apron
subject-13,6,39,restrictive,The boy will tie the shoelace,2,10,0,,,,,,,,,,,,0,shoelace,
subject-13,7,23,restrictive,The girl will knit the scarf,2,9,0,,,,,,,,,,,,0,scarf,
subject-13,8,41,restrictive,The boy will squeeze the orange,4,8,1,0.2586,0.0134,147.6,pos3,False,True,0.0,0.0,1.0,0.0,0.0,1,orange,shell
subject-13,9,8,non-restrictive,The woman will dust the piano,3,8,0,,,,,,,,,,,,0,piano,
subject-13,10,13,restrictive,The man will smoke the cigarettes,4,8,1,0.513,0.0269,206.5,pos4,True,True,0.0,0.0,0.0,1.0,1.0,1,cigarettes,cigarettes
subject-13,11,35,restrictive,The girl will apply the mascara,2,4,0,,,,,,,,,,,,0,mascara,
subject-13,12,42,non-restrictive,The woman will wash the shirt,1,11,2,0.1758,0.0198,291.9,pos2,False,True,0.3333,0.3333,0.3333,0.0,0.3333,3,shirt,apple
subject-13,13,24,non-restrictive,The girl will lift the rabbit,3,2,0,,,,,,,,,,,,0,rabbit,
subject-13,14,9,restrictive,The woman will read the book,4,9,2,0.1608,0.0137,138.6,pos3,False,True,0.0,0.0,1.0,0.0,0.0,2,book,bag
subject-13,15,0,non-restrictive,The boy will move the cake,3,7,0,,,,,,,,,,,,0,cake,
subject-13,16,43,restrictive,The man will lock the safe,2,14,2,0.0116,0.0402,257.5,pos3,False,True,0.0,0.0,0.5,0.5,0.0,2,safe,pan
subject-13,17,6,non-restrictive,The housewife will  wash the mushrooms,1,9,0,,,,,,,,,,,,0,mushrooms,
subject-13,18,37,restrictive,The boy will peel the banana,4,12,1,0.5017,0.0335,286.1,elsewhere,False,False,,,,,,1,banana,elsewhere
subject-13,19,17,restrictive,The man will chop the wood,4,7,0,,,,,,,,,,,,0,wood,
subject-13,20,31,restrictive,The woman will open the bottle,2,10,2,0.1237,0.0402,223.2,pos3,False,True,0.0,0.0,1.0,0.0,0.0,2,bottle,lemon
subject-13,21,46,non-restrictive,The musician will move the violin,1,16,1,0.273,0.0536,241.0,pos1,True,True,1.0,0.0,0.0,0.0,1.0,1,violin,violin
subject-13,22,16,non-restrictive,The woman will  carry the dress,3,13,0,,,,,,,,,,,,0,dress,
subject-13,23,12,non-restrictive,The man will watch the boat,3,8,1,0.2522,0.034,244.9,pos3,True,True,0.0,0.0,1.0,0.0,1.0,1,boat,boat
subject-13,24,7,restrictive,The doctor will inject the child,2,7,2,0.2043,0.0734,364.4,pos4,False,True,0.0,0.5,0.0,0.5,0.5,2,child,toy-bear
subject-13,25,47,restrictive,The girl will vacuum the carpet,2,15,2,0.409,0.0134,217.8,elsewhere,False,False,0.0,0.0,0.0,1.0,0.0,2,carpet,elsewhere
subject-13,26,44,non-restrictive,The baker will inspect the dough,3,5,0,,,,,,,,,,,,0,dough,
subject-13,27,28,non-restrictive,The cat will push the milk,3,4,0,,,,,,,,,,,,0,milk,
subject-13,28,14,non-restrictive,The boy will feed the dog,1,10,1,0.2165,0.0267,6410.1,elsewhere,False,False,,,,,,1,dog,elsewhere
subject-13,29,22,non-restrictive,The girl will hang the coat,1,14,1,0.0689,0.0132,157.8,pos2,False,True,0.0,1.0,0.0,0.0,0.0,1,coat,hook
subject-13,30,18,non-restrictive,The boy will touch the football,1,16,2,0.2273,0.0267,236.6,pos2,False,True,0.5,0.5,0.0,0.0,0.5,2,football,stick
subject-13,31,10,non-restrictive,The man will wipe the washing machine,1,13,3,0.2372,0.0469,279.6,pos4,False,True,0.0,0.0,0.5,0.5,0.0,3,washing-machine,wastebin
subject-13,32,19,restrictive,The chef will slice the bread,2,11,1,0.4662,0.0402,208.7,elsewhere,False,False,,,,,,1,bread,elsewhere
subject-13,33,25,restrictive,The man will paint the canvas,4,10,1,0.1331,0.0866,238.9,elsewhere,False,False,,,,,,1,canvas,elsewhere
subject-13,34,1,restrictive,The woman will drink the wine,4,15,1,0.0154,0.0336,277.8,pos3,False,True,0.0,0.0,1.0,0.0,0.0,1,wine,lipstick
subject-13,35,45,restrictive,The chef will grate the carrot,4,14,2,0.0303,0.04,256.2,elsewhere,False,False,0.0,0.0,1.0,0.0,0.0,2,carrot,elsewhere
subject-13,36,26,non-restrictive,The woman will blow grab the candle,1,15,0,,,,,,,,,,,,0,candle,
subject-13,37,29,restrictive,The grandmother will read the newspaper,4,10,0,,,,,,,,,,,,0,newspaper,
subject-13,38,4,non-restrictive,The boy will throw the ball,3,16,1,0.4059,0.0335,258.9,pos2,False,True,0.0,1.0,0.0,0.0,0.0,1,ball,shuttle-cock
subject-13,39,32,non-restrictive,The woman will carry the beer,3,16,2,0.0778,0.0335,332.9,pos2,False,True,0.0,0.5,0.0,0.5,0.0,2,beer,kettle
subject-13,40,40,non-restrictive,The girl will hold the blouse,3,12,1,0.1687,0.0402,225.0,pos3,True,True,0.0,0.0,1.0,0.0,1.0,1,blouse,blouse
subject-13,41,48,non-restrictive,The child will carry the balloon,3,13,0,,,,,,,,,,,,0,balloon,
subject-13,42,3,restrictive,The woman will bathe the baby,2,11,1,0.0811,0.0468,227.2,pos2,True,True,0.0,1.0,0.0,0.0,1.0,1,baby,baby
subject-13,43,36,non-restrictive,The kid will stack the lego,3,11,1,0.3852,0.0533,208.1,elsewhere,False,False,,,,,,1,lego,elsewhere
subject-13,44,34,non-restrictive,The boy will move the radio,1,20,4,0.0435,0.0268,350.4,subject,False,False,0.0,1.0,0.0,0.0,0.0,4,radio,subject
subject-13,45,49,restrictive,The man will lick the stamp,4,10,2,0.1255,0.0537,253.0,pos4,True,True,0.0,0.0,0.0,1.0,1.0,2,stamp,stamp
subject-13,46,5,restrictive,The hiker will climb the mountain,4,8,0,,,,,,,,,,,,0,mountain,
subject-13,47,27,restrictive,The boy will dim the lamp,2,2,0,,,,,,,,,,,,0,lamp,
subject-13,48,20,non-restrictive,The baby will grab the kitten,3,9,0,,,,,,,,,,,,0,kitten,
subject-13,49,21,restrictive,The woman will water the flower,4,9,1,0.2521,0.0402,313.9,pos2,False,True,0.0,1.0,0.0,0.0,0.0,1,flower,vase
subject-14,0,33,non-restrictive,The boy will open the suitcase,1,11,0,,,,,,,,,,,,0,suitcase,
subject-14,1,45,non-restrictive,The chef will carry the carrot,1,17,2,0.2794,0.0335,222.3,elsewhere,False,False,0.0,0.0,0.0,1.0,0.0,2,carrot,elsewhere
subject-14,2,2,restrictive,The policeman will arrest the man,2,11,1,0.3143,0.0469,217.7,elsewhere,False,False,,,,,,2,man,elsewhere
subject-14,3,36,restrictive,The kid will build the lego,4,16,1,0.4682,0.0469,229.1,elsewhere,False,False,,,,,,1,lego,elsewhere
subject-14,4,13,non-restrictive,The man will  collect the cigarettes,1,7,0,,,,,,,,,,,,0,cigarettes,
subject-14,5,46,restrictive,The musician will tune the violin,2,12,1,0.0898,0.0471,390.9,pos3,False,True,0.0,0.0,1.0,0.0,0.0,1,violin,bow
subject-14,6,28,restrictive,The cat will drink the milk,4,9,1,0.3379,0.0134,299.0,elsewhere,False,False,,,,,,2,milk,elsewhere
subject-14,7,10,restrictive,The man will repair the washing machine,2,15,3,0.7046,0.0335,314.5,pos2,True,True,0.3333,0.3333,0.0,0.3333,0.3333,3,washing-machine,washing-machine
subject-14,8,32,restrictive,The woman will brew the beer,4,11,0,,,,,,,,,,,,0,beer,
subject-14,9,31,non-restrictive,The woman will examine the bottle,3,15,1,0.7031,0.0536,337.8,elsewhere,False,False,,,,,,1,bottle,elsewhere
subject-14,10,25,non-restrictive,The man will move the canvas,1,14,0,,,,,,,,,,,,0,canvas,
subject-14,11,47,non-restrictive,The girl will move the carpet,3,12,2,0.0921,0.0467,182.7,pos2,False,True,0.0,0.5,0.5,0.0,0.5,2,carpet,footstool
subject-14,12,3,non-restrictive,The woman will touch the baby,3,10,1,0.5992,0.0735,336.5,pos1,False,True,,,,,,0,baby,stool
subject-14,13,48,restrictive,The child will inflate the balloon,4,17,1,0.5037,0.0405,363.2,subject,False,False,1.0,0.0,0.0,0.0,0.0,2,balloon,subject
subject-14,14,6,restrictive,The housewife will fry the mushrooms,2,14,1,0.1323,0.0536,315.0,pos1,False,True,1.0,0.0,0.0,0.0,0.0,1,mushrooms,jug
subject-14,15,4,restrictive,The boy will bounce the ball,4,14,0,,,,,,,,,,,,0,ball,
subject-14,16,21,non-restrictive,The woman will move the flower,1,11,0,,,,,,,,,,,,0,flower,
subject-14,17,0,restrictive,The boy will eat the cake,4,9,0,,,,,,,,,,,,0,cake,
subject-14,18,39,non-restrictive,The boy will move the shoelace,3,9,0,,,,,,,,,,,,0,shoelace,
subject-14,19,37,non-restrictive,The boy will move the banana,1,9,0,,,,,,,,,,,,0,banana,
subject-14,20,16,restrictive,The woman will wear the dress,4,13,1,0.3773,0.067,275.8,elsewhere,False,False,,,,,,1,dress,elsewhere
subject-14,21,8,restrictive,The woman will play the piano,4,12,1,0.5653,0.0472,267.2,pos1,False,True,,,,,,0,piano,table
subject-14,22,18,restrictive,The boy will kick the football,2,10,0,,,,,,,,,,,,0,football,
subject-14,23,7,non-restrictive,The doctor will check the child,3,9,0,,,,,,,,,,,,0,child,
subject-14,24,24,restrictive,The girl will groom the rabbit,4,11,1,0.3237,0.0537,282.0,pos4,True,True,0.0,0.0,0.0,1.0,1.0,1,rabbit,rabbit
subject-14,25,12,restrictive,The man will sail the boat,4,11,0,,,,,,,,,,,,0,boat,
subject-14,26,19,non-restrictive,The chef will clean the bread,3,10,0,,,,,,,,,,,,0,bread,
subject-14,27,11,non-restrictive,The baby will kick the bell,3,4,0,,,,,,,,,,,,0,bell,
subject-14,28,20,restrictive,The baby will hug the kitten,4,8,1,0.3824,0.0602,294.8,pos3,False,True,0.0,0.0,1.0,0.0,0.0,1,kitten,cup
subject-14,29,30,restrictive,The girl will roll the dice,2,9,0,,,,,,,,,,,,0,dice,
subject-14,30,14,restrictive,The boy will walk the dog,2,6,0,,,,,,,,,,,,0,dog,
subject-14,32,22,restrictive,The girl will zip the coat,2,5,0,,,,,,,,,,,,0,coat,
subject-14,33,5,non-restrictive,The hiker will photograph the mountain,1,9,0,,,,,,,,,,,,0,mountain,
subject-14,34,35,non-restrictive,The girl will squeeze the mascara,3,18,1,0.6651,0.0268,177.3,pos4,False,True,0.0,0.0,0.0,1.0,0.0,1,mascara,brush
subject-14,35,29,non-restrictive,The grandmother will eadturn the newspaper,1,11,1,0.4022,0.0472,363.9,pos4,False,True,0.0,0.0,0.0,1.0,0.0,1,newspaper,tissue
subject-14,36,17,non-restrictive,The man will  move the wood,1,9,0,,,,,,,,,,,,0,wood,
subject-14,37,27,non-restrictive,The boy will touch the lamp,3,11,0,,,,,,,,,,,,0,lamp,
subject-14,38,40,restrictive,The girl will button the blouse,4,10,0,,,,,,,,,,,,0,blouse,
subject-14,39,44,restrictive,The baker will knead the dough,4,9,0,,,,,,,,,,,,0,dough,
subject-14,40,49,non-restrictive,The man will pick up the stamp,1,5,0,,,,,,,,,,,,0,stamp,
subject-14,41,23,non-restrictive,The girl will hold the scarf,3,9,1,0.4645,0.0466,223.5,pos1,False,True,1.0,0.0,0.0,0.0,0.0,1,scarf,needle
subject-14,42,9,non-restrictive,The woman will open the book,1,5,1,0.062,0.0469,329.4,subject,False,False,,,,,,1,book,subject
subject-14,43,1,non-restrictive,The woman will try the wine,1,10,0,,,,,,,,,,,,0,wine,
subject-14,44,38,restrictive,The woman will tie the apron,2,15,2,0.4058,0.0467,296.8,elsewhere,False,False,,,,,,1,apron,elsewhere
subject-14,45,26,restrictive,The woman will blow out the candle,2,12,3,0.1354,0.0134,134.0,pos3,False,True,0.0,0.3333,0.3333,0.3333,0.3333,3,candle,package
subject-14,46,43,non-restrictive,The man will wipe the safe,3,14,0,,,,,,,,,,,,0,safe,
subject-14,47,41,non-restrictive,The boy will move the orange,1,11,1,0.1136,0.0471,295.0,subject,False,False,,,,,,1,orange,subject
subject-14,48,42,restrictive,The woman will sew the shirt,2,10,2,0.0417,0.0402,303.4,pos3,False,True,0.0,0.0,1.0,0.0,0.0,2,shirt,apple
subject-14,49,15,non-restrictive,The businessman will  forget the hat,3,11,2,0.1996,0.0403,397.8,pos2,False,True,0.0,1.0,0.0,0.0,0.0,2,hat,folder
subject-15,0,0,non-restrictive,The boy will move the cake,4,11,1,0.3138,0.0402,316.1,subject,False,False,,,,,,1,cake,subject
subject-15,1,29,restrictive,The grandmother will read the newspaper,1,8,0,,,,,,,,,,,,0,newspaper,
subject-15,2,36,non-restrictive,The kid will stack the lego,4,10,0,,,,,,,,,,,,0,lego,
subject-15,3,43,restrictive,The man will lock the safe,3,7,0,,,,,,,,,,,,0,safe,
subject-15,4,11,restrictive,The baby will ring the bell,3,7,0,,,,,,,,,,,,0,bell,
subject-15,5,34,non-restrictive,The boy will move the radio,2,7,0,,,,,,,,,,,,0,radio,
subject-15,6,42,non-restrictive,The woman will wash the shirt,2,7,0,,,,,,,,,,,,0,shirt,
subject-15,7,44,non-restrictive,The baker will inspect the dough,4,11,0,,,,,,,,,,,,0,dough,
subject-15,8,14,non-restrictive,The boy will feed the dog,2,7,0,,,,,,,,,,,,0,dog,
subject-15,9,48,non-restrictive,The child will carry the balloon,4,8,0,,,,,,,,,,,,0,balloon,
subject-15,10,45,restrictive,The chef will grate the carrot,1,7,0,,,,,,,,,,,,0,carrot,
subject-15,11,47,restrictive,The girl will vacuum the carpet,3,13,0,,,,,,,,,,,,0,carpet,
subject-15,12,39,restrictive,The boy will tie the shoelace,3,7,0,,,,,,,,,,,,0,shoelace,
subject-15,13,7,restrictive,The doctor will inject the child,3,7,0,,,,,,,,,,,,0,child,
subject-15,14,38,non-restrictive,The woman will carry the apron,2,7,0,,,,,,,,,,,,0,apron,
subject-15,15,25,restrictive,The man will paint the canvas,1,8,0,,,,,,,,,,,,0,canvas,
subject-15,16,12,non-restrictive,The man will watch the boat,4,9,0,,,,,,,,,,,,0,boat,
subject-15,17,6,non-restrictive,The housewife will  wash the mushrooms,2,4,0,,,,,,,,,,,,0,mushrooms,
subject-15,18,41,restrictive,The boy will squeeze the orange,1,12,0,,,,,,,,,,,,0,orange,
subject-15,19,10,non-restrictive,The man will wipe the washing machine,2,8,1,0.9406,0.0335,429.8,elsewhere,False,False,,,,,,1,washing-machine,elsewhere
subject-15,20,37,restrictive,The boy will peel the banana,1,7,0,,,,,,,,,,,,0,banana,
subject-15,21,5,restrictive,The hiker will climb the mountain,1,8,0,,,,,,,,,,,,0,mountain,
subject-15,22,9,restrictive,The woman will read the book,1,8,1,0.2214,0.0201,302.5,pos2,False,True,0.0,1.0,0.0,0.0,0.0,1,book,door
subject-15,23,13,restrictive,The man will smoke the cigarettes,1,10,0,,,,,,,,,,,,0,cigarettes,
subject-15,24,1,restrictive,The woman will drink the wine,1,8,0,,,,,,,,,,,,0,wine,
subject-15,25,26,non-restrictive,The woman will blow grab the candle,2,9,0,,,,,,,,,,,,0,candle,
subject-15,26,33,restrictive,The boy will unzip the suitcase,1,10,0,,,,,,,,,,,,0,suitcase,
subject-15,27,28,non-restrictive,The cat will push the milk,4,6,0,,,,,,,,,,,,0,milk,
subject-15,28,35,restrictive,The girl will apply the mascara,3,3,0,,,,,,,,,,,,0,mascara,
subject-15,29,27,restrictive,The boy will dim the lamp,3,12,0,,,,,,,,,,,,0,lamp,
subject-15,30,46,non-restrictive,The musician will move the violin,2,8,0,,,,,,,,,,,,0,violin,
subject-15,31,40,non-restrictive,The girl will hold the blouse,4,11,0,,,,,,,,,,,,0,blouse,
subject-15,32,32,non-restrictive,The woman will carry the beer,4,5,0,,,,,,,,,,,,0,beer,
subject-15,33,8,non-restrictive,The woman will dust the piano,4,7,0,,,,,,,,,,,,0,piano,
subject-15,34,4,non-restrictive,The boy will throw the ball,4,7,0,,,,,,,,,,,,0,ball,
subject-15,35,16,non-restrictive,The woman will  carry the dress,4,7,0,,,,,,,,,,,,0,dress,
subject-15,36,17,restrictive,The man will chop the wood,1,8,0,,,,,,,,,,,,0,wood,
subject-15,37,31,restrictive,The woman will open the bottle,3,6,0,,,,,,,,,,,,0,bottle,
subject-15,38,19,restrictive,The chef will slice the bread,3,8,0,,,,,,,,,,,,0,bread,
subject-15,39,24,non-restrictive,The girl will lift the rabbit,4,8,1,0.1008,0.0536,267.5,pos1,False,True,1.0,0.0,0.0,0.0,0.0,1,rabbit,plate
subject-15,40,30,non-restrictive,The girl will grab the dice,2,5,0,,,,,,,,,,,,0,dice,
subject-15,41,2,non-restrictive,The policeman will search the man,2,7,0,,,,,,,,,,,,0,man,
subject-15,42,23,restrictive,The girl will knit the scarf,3,9,0,,,,,,,,,,,,0,scarf,
subject-15,43,49,restrictive,The man will lick the stamp,1,7,0,,,,,,,,,,,,0,stamp,
subject-15,44,22,non-restrictive,The girl will hang the coat,2,7,0,,,,,,,,,,,,0,coat,
subject-15,45,3,restrictive,The woman will bathe the baby,3,8,0,,,,,,,,,,,,0,baby,
subject-15,46,21,restrictive,The woman will water the flower,1,11,0,,,,,,,,,,,,0,flower,
subject-15,47,15,restrictive,The businessman will wear the hat,3,8,0,,,,,,,,,,,,0,hat,
subject-15,48,20,non-restrictive,The baby will grab the kitten,4,8,0,,,,,,,,,,,,0,kitten,
subject-15,49,18,non-restrictive,The boy will touch the football,2,6,0,,,,,,,,,,,,0,football,
subject-16,0,14,restrictive,The boy will walk the dog,3,13,0,,,,,,,,,,,,0,dog,
subject-16,1,27,non-restrictive,The boy will touch the lamp,4,13,1,0.3232,0.0403,454.7,pos3,False,True,0.0,0.0,1.0,0.0,0.0,1,lamp,picture
subject-16,2,20,restrictive,The baby will hug the kitten,1,5,0,,,,,,,,,,,,0,kitten,
subject-16,3,44,restrictive,The baker will knead the dough,1,11,1,0.4721,0.0538,283.5,pos1,True,True,,,,,,0,dough,dough
subject-16,4,7,non-restrictive,The doctor will check the child,4,8,0,,,,,,,,,,,,0,child,
subject-16,5,5,non-restrictive,The hiker will photograph the mountain,2,12,2,0.4024,0.0135,169.0,pos2,True,True,0.0,0.5,0.5,0.0,0.5,2,mountain,mountain
subject-16,6,6,restrictive,The housewife will fry the mushrooms,3,14,0,,,,,,,,,,,,0,mushrooms,
subject-16,7,36,restrictive,The kid will build the lego,1,17,0,,,,,,,,,,,,0,lego,
subject-16,8,49,non-restrictive,The man will pick up the stamp,2,13,1,0.6618,0.0536,369.0,pos2,True,True,0.0,1.0,0.0,0.0,1.0,1,stamp,stamp
subject-16,9,11,non-restrictive,The baby will kick the bell,4,11,0,,,,,,,,,,,,0,bell,
subject-16,10,37,non-restrictive,The boy will move the banana,2,13,0,,,,,,,,,,,,0,banana,
subject-16,11,33,non-restrictive,The boy will open the suitcase,2,14,0,,,,,,,,,,,,0,suitcase,
subject-16,12,18,restrictive,The boy will kick the football,3,11,1,0.0853,0.0133,156.8,elsewhere,False,False,,,,,,1,football,elsewhere
subject-16,13,46,restrictive,The musician will tune the violin,3,8,0,,,,,,,,,,,,0,violin,
subject-16,14,31,non-restrictive,The woman will examine the bottle,4,10,0,,,,,,,,,,,,0,bottle,
subject-16,15,29,non-restrictive,The grandmother will eadturn the newspaper,2,6,0,,,,,,,,,,,,0,newspaper,
subject-16,16,24,restrictive,The girl will groom the rabbit,1,8,0,,,,,,,,,,,,0,rabbit,
subject-16,17,35,non-restrictive,The girl will squeeze the mascara,4,8,0,,,,,,,,,,,,0,mascara,
subject-16,18,8,restrictive,The woman will play the piano,1,8,0,,,,,,,,,,,,0,piano,
subject-16,19,2,restrictive,The policeman will arrest the man,3,11,0,,,,,,,,,,,,0,man,
subject-16,20,43,non-restrictive,The man will wipe the safe,4,8,0,,,,,,,,,,,,0,safe,
subject-16,21,21,non-restrictive,The woman will move the flower,2,10,0,,,,,,,,,,,,0,flower,
subject-16,22,17,non-restrictive,The man will  move the wood,2,10,0,,,,,,,,,,,,0,wood,
